current_player,is_current_player_hand_winner,is_current_player_game_winner,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,num_melds,point_sum_melds,num_combos,point_sum_combos,num_knock_cache,point_sum_knock_cache,num_load_cards,point_sum_load_cards,turns_taken
0.0,1,1,89.0,45.0,23.0,8.0,1.0,21.0,3.0,13.0,4.0,4.0,1.0,5.0,7.0
1.0,0,0,89.0,45.0,23.0,5.0,1.0,12.0,2.0,7.0,4.0,4.0,2.0,9.0,8.0
0.0,1,1,89.0,45.0,23.0,7.0,1.0,21.0,3.0,13.0,4.0,4.0,1.0,5.0,8.0
0.0,1,1,89.0,45.0,8.0,5.0,2.0,33.0,1.0,0.0,4.0,4.0,0.0,0.0,9.0
0.0,0,1,96.0,45.0,67.0,8.0,0.0,0.0,4.0,63.0,3.0,4.0,2.0,15.0,0.0
1.0,1,0,96.0,45.0,69.0,8.0,0.0,0.0,4.0,53.0,3.0,6.0,2.0,19.0,0.0
0.0,0,1,96.0,45.0,67.0,7.0,0.0,0.0,4.0,63.0,3.0,4.0,2.0,15.0,0.0
1.0,1,0,96.0,45.0,39.0,8.0,1.0,30.0,3.0,33.0,3.0,6.0,1.0,10.0,1.0
0.0,0,1,96.0,45.0,37.0,2.0,1.0,27.0,1.0,6.0,3.0,4.0,3.0,25.0,1.0
1.0,1,0,96.0,45.0,39.0,8.0,1.0,30.0,3.0,33.0,3.0,6.0,1.0,10.0,2.0
0.0,0,1,96.0,45.0,27.0,2.0,1.0,36.0,1.0,6.0,3.0,4.0,2.0,15.0,2.0
1.0,1,0,96.0,45.0,15.0,6.0,2.0,48.0,1.0,10.0,3.0,6.0,0.0,0.0,3.0
0.0,0,1,96.0,45.0,27.0,2.0,1.0,36.0,1.0,6.0,3.0,4.0,2.0,15.0,3.0
1.0,1,0,96.0,45.0,13.0,3.0,2.0,48.0,0.0,0.0,3.0,4.0,1.0,5.0,4.0
1.0,1,0,96.0,45.0,7.0,3.0,2.0,58.0,0.0,0.0,3.0,4.0,0.0,0.0,5.0
1.0,0,0,96.0,64.0,61.0,6.0,0.0,0.0,4.0,36.0,4.0,5.0,2.0,12.0,0.0
0.0,1,1,96.0,64.0,63.0,4.0,0.0,0.0,3.0,25.0,3.0,4.0,4.0,29.0,0.0
1.0,0,0,96.0,64.0,53.0,7.0,0.0,0.0,4.0,19.0,4.0,2.0,4.0,26.0,1.0
0.0,1,1,96.0,64.0,33.0,4.0,1.0,27.0,2.0,7.0,3.0,4.0,3.0,19.0,1.0
1.0,0,0,96.0,64.0,53.0,6.0,0.0,0.0,4.0,19.0,4.0,2.0,4.0,26.0,2.0
0.0,1,1,96.0,64.0,26.0,7.0,1.0,27.0,3.0,9.0,4.0,5.0,2.0,11.0,2.0
1.0,0,0,96.0,64.0,25.0,6.0,1.0,24.0,3.0,3.0,4.0,2.0,3.0,16.0,3.0
0.0,1,1,96.0,64.0,26.0,7.0,1.0,27.0,3.0,9.0,4.0,5.0,2.0,11.0,3.0
1.0,0,0,96.0,64.0,20.0,6.0,1.0,24.0,3.0,3.0,5.0,4.0,2.0,9.0,4.0
0.0,1,1,96.0,64.0,26.0,7.0,1.0,27.0,3.0,9.0,4.0,5.0,2.0,11.0,4.0
1.0,0,0,96.0,64.0,18.0,7.0,1.0,24.0,4.0,10.0,5.0,4.0,0.0,0.0,5.0
0.0,1,1,96.0,64.0,26.0,7.0,1.0,27.0,3.0,9.0,4.0,5.0,2.0,11.0,5.0
1.0,0,0,96.0,64.0,11.0,5.0,2.0,24.0,1.0,2.0,3.0,4.0,1.0,3.0,6.0
0.0,1,1,96.0,64.0,26.0,7.0,1.0,27.0,3.0,9.0,4.0,5.0,2.0,11.0,6.0
1.0,0,0,96.0,64.0,11.0,5.0,2.0,24.0,1.0,2.0,3.0,4.0,1.0,3.0,7.0
0.0,1,1,96.0,64.0,13.0,6.0,2.0,33.0,1.0,1.0,3.0,4.0,1.0,5.0,7.0
1.0,0,0,96.0,64.0,11.0,5.0,2.0,24.0,1.0,2.0,3.0,4.0,1.0,3.0,8.0
0.0,1,1,96.0,64.0,13.0,6.0,2.0,33.0,1.0,1.0,3.0,4.0,1.0,5.0,8.0
1.0,0,0,96.0,64.0,11.0,5.0,2.0,24.0,1.0,2.0,3.0,4.0,1.0,3.0,9.0
0.0,1,1,96.0,64.0,13.0,6.0,2.0,33.0,1.0,1.0,3.0,4.0,1.0,5.0,9.0
1.0,0,0,96.0,64.0,11.0,5.0,2.0,24.0,1.0,2.0,3.0,4.0,1.0,3.0,10.0
0.0,1,1,96.0,64.0,13.0,6.0,2.0,33.0,1.0,1.0,3.0,4.0,1.0,5.0,10.0
1.0,0,0,96.0,64.0,11.0,5.0,2.0,24.0,1.0,2.0,3.0,4.0,1.0,3.0,11.0
0.0,1,1,96.0,64.0,13.0,6.0,2.0,33.0,1.0,1.0,3.0,4.0,1.0,5.0,11.0
0.0,1,1,96.0,64.0,1.0,7.0,3.0,45.0,0.0,0.0,1.0,0.0,0.0,0.0,12.0
1.0,0,0,0.0,0.0,56.0,5.0,1.0,0.0,2.0,25.0,2.0,5.0,3.0,27.0,0.0
0.0,1,1,0.0,0.0,29.0,4.0,2.0,42.0,1.0,8.0,2.0,8.0,2.0,18.0,0.0
1.0,0,0,0.0,0.0,48.0,5.0,1.0,0.0,2.0,25.0,3.0,6.0,2.0,17.0,1.0
0.0,1,1,0.0,0.0,27.0,4.0,2.0,42.0,1.0,8.0,2.0,8.0,2.0,15.0,1.0
1.0,0,0,0.0,0.0,48.0,5.0,1.0,0.0,2.0,25.0,3.0,6.0,2.0,17.0,2.0
0.0,1,1,0.0,0.0,22.0,4.0,2.0,42.0,1.0,8.0,2.0,7.0,1.0,7.0,2.0
0.0,1,1,0.0,0.0,4.0,4.0,3.0,54.0,0.0,0.0,1.0,3.0,0.0,0.0,3.0
0.0,1,1,36.0,0.0,72.0,12.0,0.0,0.0,6.0,93.0,3.0,5.0,1.0,8.0,0.0
1.0,0,0,36.0,0.0,45.0,5.0,1.0,3.0,2.0,27.0,2.0,5.0,2.0,14.0,0.0
0.0,1,1,36.0,0.0,72.0,12.0,0.0,0.0,6.0,93.0,3.0,5.0,1.0,8.0,0.0
1.0,0,0,36.0,0.0,45.0,5.0,1.0,3.0,2.0,27.0,2.0,5.0,2.0,14.0,0.0
0.0,1,1,36.0,0.0,67.0,8.0,0.0,0.0,4.0,53.0,3.0,4.0,2.0,13.0,1.0
1.0,0,0,36.0,0.0,41.0,5.0,1.0,3.0,2.0,27.0,2.0,5.0,2.0,9.0,1.0
0.0,1,1,36.0,0.0,66.0,5.0,0.0,0.0,3.0,29.0,3.0,4.0,3.0,25.0,2.0
1.0,0,0,36.0,0.0,40.0,3.0,1.0,3.0,1.0,12.0,2.0,5.0,3.0,16.0,2.0
0.0,1,1,36.0,0.0,66.0,5.0,0.0,0.0,3.0,29.0,3.0,4.0,3.0,25.0,3.0
1.0,0,0,36.0,0.0,34.0,3.0,1.0,3.0,1.0,12.0,3.0,6.0,2.0,9.0,3.0
0.0,1,1,36.0,0.0,66.0,5.0,0.0,0.0,3.0,29.0,3.0,4.0,3.0,25.0,4.0
1.0,0,0,36.0,0.0,32.0,3.0,1.0,3.0,1.0,8.0,3.0,6.0,2.0,11.0,4.0
0.0,1,1,36.0,0.0,36.0,7.0,1.0,22.0,2.0,16.0,3.0,5.0,1.0,10.0,5.0
1.0,0,0,36.0,0.0,32.0,3.0,1.0,3.0,1.0,8.0,3.0,6.0,2.0,11.0,5.0
0.0,1,1,36.0,0.0,30.0,7.0,1.0,22.0,2.0,16.0,3.0,3.0,1.0,5.0,6.0
1.0,0,0,36.0,0.0,27.0,8.0,1.0,3.0,3.0,13.0,3.0,5.0,1.0,5.0,6.0
0.0,1,1,36.0,0.0,27.0,7.0,1.0,22.0,2.0,10.0,3.0,3.0,1.0,8.0,7.0
1.0,0,0,36.0,0.0,27.0,8.0,1.0,3.0,3.0,13.0,3.0,5.0,1.0,5.0,7.0
0.0,1,1,36.0,0.0,11.0,7.0,2.0,36.0,1.0,0.0,3.0,3.0,1.0,4.0,8.0
1.0,0,0,36.0,0.0,27.0,8.0,1.0,3.0,3.0,13.0,3.0,5.0,1.0,5.0,8.0
0.0,1,1,36.0,0.0,11.0,7.0,2.0,36.0,1.0,0.0,3.0,3.0,1.0,4.0,9.0
1.0,0,0,36.0,0.0,27.0,7.0,1.0,3.0,3.0,13.0,3.0,5.0,1.0,5.0,9.0
0.0,1,1,36.0,0.0,11.0,6.0,2.0,36.0,1.0,0.0,3.0,3.0,1.0,4.0,10.0
0.0,1,1,36.0,0.0,2.0,8.0,2.0,45.0,1.0,0.0,2.0,0.0,0.0,0.0,11.0
1.0,0,0,41.0,0.0,72.0,6.0,0.0,0.0,3.0,49.0,2.0,4.0,3.0,19.0,0.0
0.0,1,1,41.0,0.0,54.0,3.0,1.0,6.0,1.0,19.0,2.0,5.0,3.0,26.0,0.0
1.0,0,0,41.0,0.0,44.0,2.0,1.0,24.0,0.0,0.0,2.0,4.0,5.0,34.0,1.0
0.0,1,1,41.0,0.0,54.0,3.0,1.0,6.0,1.0,19.0,2.0,5.0,3.0,26.0,1.0
1.0,0,0,41.0,0.0,34.0,3.0,1.0,34.0,0.0,0.0,2.0,4.0,4.0,24.0,2.0
0.0,1,1,41.0,0.0,51.0,3.0,1.0,6.0,1.0,12.0,2.0,5.0,3.0,30.0,2.0
1.0,0,0,41.0,0.0,29.0,4.0,1.0,34.0,1.0,6.0,3.0,7.0,3.0,16.0,3.0
