current_player,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,is_current_player_hand_winner,is_current_player_game_winner
0,31,77,54,9,1,0
0,31,77,59,11,1,0
0,31,77,49,11,1,0
1,77,31,61,4,0,1
1,77,31,49,3,0,1
1,77,31,39,3,0,1
0,31,77,49,11,1,0
0,31,77,47,10,1,0
0,31,77,38,7,1,0
1,77,31,39,3,0,1
1,77,31,42,5,0,1
1,77,31,32,5,0,1
0,31,77,38,7,1,0
0,31,77,41,7,1,0
0,31,77,32,7,1,0
1,77,31,32,5,0,1
1,77,31,39,5,0,1
1,77,31,29,5,0,1
0,31,77,32,7,1,0
0,31,77,42,7,1,0
0,31,77,32,7,1,0
1,77,31,29,5,0,1
1,77,31,33,6,0,1
1,77,31,24,6,0,1
0,31,77,32,7,1,0
0,31,77,42,7,1,0
0,31,77,32,7,1,0
1,77,31,24,6,0,1
1,77,31,26,8,0,1
1,77,31,19,8,0,1
0,31,77,32,6,1,0
0,31,77,18,6,1,0
0,31,77,13,4,1,0
1,77,31,19,8,0,1
1,77,31,27,8,0,1
1,77,31,19,8,0,1
0,31,77,13,4,1,0
0,31,77,23,4,1,0
0,31,77,13,4,1,0
1,77,31,19,8,0,1
1,77,31,29,8,0,1
1,77,31,19,8,0,1
0,31,77,13,4,1,0
0,31,77,16,6,1,0
0,31,77,12,5,1,0
1,77,31,19,7,0,1
1,77,31,11,7,0,1
1,77,31,8,4,0,1
1,77,31,8,4,0,1
1,77,56,74,7,0,1
0,56,77,19,3,1,0
1,77,56,74,7,0,1
1,77,56,76,7,0,1
1,77,56,66,4,0,1
0,56,77,19,3,1,0
0,56,77,28,3,1,0
0,56,77,18,3,1,0
1,77,56,66,3,0,1
1,77,56,46,3,0,1
1,77,56,36,3,0,1
0,56,77,18,3,1,0
0,56,77,22,3,1,0
0,56,77,13,3,1,0
1,77,56,36,3,0,1
1,77,56,46,4,0,1
1,77,56,36,3,0,1
0,56,77,13,3,1,0
0,56,77,14,5,1,0
0,56,77,9,5,1,0
0,56,77,9,5,1,0
0,83,77,52,6,0,0
1,77,83,70,4,1,1
1,77,83,52,3,1,1
1,77,83,42,3,1,1
0,83,77,52,6,0,0
0,83,77,32,5,0,0
0,83,77,22,5,0,0
1,77,83,42,3,1,1
1,77,83,46,5,1,1
1,77,83,36,5,1,1
0,83,77,22,5,0,0
0,83,77,29,7,0,0
0,83,77,22,4,0,0
1,77,83,36,4,1,1
1,77,83,22,4,1,1
1,77,83,16,4,1,1
0,83,77,22,4,0,0
0,83,77,28,6,0,0
0,83,77,21,5,0,0
1,77,83,16,3,1,1
1,77,83,16,3,1,1
1,77,83,11,3,1,1
0,83,77,21,5,0,0
0,83,77,31,5,0,0
0,83,77,21,5,0,0
1,77,83,11,3,1,1
1,77,83,19,3,1,1
1,77,83,11,3,1,1
0,83,77,21,4,0,0
0,83,77,21,4,0,0
0,83,77,15,3,0,0
1,77,83,11,3,1,1
1,77,83,16,5,1,1
1,77,83,11,3,1,1
0,83,77,15,3,0,0
0,83,77,25,3,0,0
0,83,77,15,3,0,0
1,77,83,11,3,1,1
1,77,83,21,3,1,1
1,77,83,11,3,1,1
0,83,77,15,3,0,0
0,83,77,17,3,0,0
0,83,77,11,3,0,0
1,77,83,11,3,1,1
1,77,83,12,3,1,1
1,77,83,8,1,1,1
1,77,83,8,1,1,1
1,80,83,75,5,0,1
1,80,83,55,5,0,1
1,80,83,45,1,0,1
0,83,80,28,8,1,0
0,83,80,38,8,1,0
0,83,80,28,8,1,0
1,80,83,45,1,0,1
1,80,83,51,1,0,1
1,80,83,41,1,0,1
0,83,80,28,8,1,0
0,83,80,29,10,1,0
0,83,80,22,10,1,0
1,80,83,41,1,0,1
1,80,83,46,3,0,1
1,80,83,36,3,0,1
0,83,80,22,10,1,0
0,83,80,32,10,1,0
0,83,80,22,10,1,0
1,80,83,36,2,0,1
1,80,83,36,2,0,1
1,80,83,26,2,0,1
0,83,80,22,10,1,0
0,83,80,29,10,1,0
0,83,80,22,10,1,0
1,80,83,26,2,0,1
1,80,83,32,4,0,1
1,80,83,24,4,0,1
0,83,80,22,10,1,0
0,83,80,17,7,1,0
0,83,80,12,5,1,0
1,80,83,24,4,0,1
1,80,83,27,4,0,1
1,80,83,21,0,0,1
0,83,80,12,5,1,0
0,83,80,22,5,1,0
0,83,80,12,5,1,0
1,80,83,21,0,0,1
1,80,83,29,0,0,1
1,80,83,21,0,0,1
0,83,80,12,5,1,0
0,83,80,20,5,1,0
0,83,80,12,5,1,0
1,80,83,21,0,0,1
1,80,83,31,0,0,1
1,80,83,21,0,0,1
0,83,80,12,5,1,0
0,83,80,14,8,1,0
0,83,80,10,7,1,0
0,83,80,10,7,1,0
0,90,80,49,5,1,0
1,80,90,43,5,0,1
0,90,80,49,5,1,0
0,90,80,50,5,1,0
0,90,80,40,3,1,0
1,80,90,43,5,0,1
1,80,90,52,9,0,1
1,80,90,42,7,0,1
0,90,80,40,3,1,0
0,90,80,28,4,1,0
0,90,80,18,4,1,0
1,80,90,42,7,0,1
1,80,90,31,7,0,1
1,80,90,22,3,0,1
0,90,80,18,4,1,0
0,90,80,28,6,1,0
0,90,80,18,4,1,0
1,80,90,22,3,0,1
1,80,90,32,3,0,1
1,80,90,22,3,0,1
0,90,80,18,4,1,0
0,90,80,21,6,1,0
0,90,80,12,6,1,0
1,80,90,22,3,0,1
1,80,90,27,3,0,1
1,80,90,18,3,0,1
0,90,80,12,6,1,0
0,90,80,22,6,1,0
0,90,80,12,6,1,0
1,80,90,18,3,0,1
1,80,90,24,5,0,1
1,80,90,16,5,0,1
0,90,80,12,6,1,0
0,90,80,22,6,1,0
0,90,80,12,6,1,0
1,80,90,16,5,0,1
1,80,90,24,5,0,1
1,80,90,16,5,0,1
0,90,80,12,6,1,0
0,90,80,13,8,1,0
0,90,80,8,7,1,0
0,90,80,8,7,1,0
1,80,98,70,4,1,1
0,98,80,57,6,0,0
1,80,98,70,4,1,1
1,80,98,78,4,1,1
1,80,98,68,4,1,1
0,98,80,57,6,0,0
0,98,80,67,8,0,0
0,98,80,57,8,0,0
1,80,98,68,4,1,1
1,80,98,71,5,1,1
1,80,98,61,5,1,1
0,98,80,57,8,0,0
0,98,80,67,8,0,0
0,98,80,57,6,0,0
1,80,98,61,5,1,1
1,80,98,67,8,1,1
1,80,98,57,6,1,1
0,98,80,57,6,0,0
0,98,80,58,6,0,0
0,98,80,48,6,0,0
1,80,98,57,6,1,1
1,80,98,66,8,1,1
1,80,98,56,8,1,1
0,98,80,48,6,0,0
0,98,80,58,6,0,0
0,98,80,48,6,0,0
1,80,98,56,8,1,1
1,80,98,59,10,1,1
1,80,98,50,8,1,1
0,98,80,48,6,0,0
0,98,80,58,6,0,0
0,98,80,48,6,0,0
1,80,98,50,8,1,1
1,80,98,59,9,1,1
1,80,98,50,8,1,1
0,98,80,48,6,0,0
0,98,80,49,8,0,0
0,98,80,39,8,0,0
1,80,98,50,8,1,1
1,80,98,38,6,1,1
1,80,98,29,6,1,1
0,98,80,39,8,0,0
0,98,80,46,11,0,0
0,98,80,38,10,0,0
1,80,98,29,6,1,1
1,80,98,31,8,1,1
1,80,98,23,8,1,1
0,98,80,38,10,0,0
0,98,80,47,10,0,0
0,98,80,38,10,0,0
1,80,98,23,8,1,1
1,80,98,24,8,1,1
1,80,98,19,8,1,1
0,98,80,38,9,0,0
0,98,80,28,9,0,0
0,98,80,21,7,0,0
1,80,98,19,8,1,1
1,80,98,13,6,1,1
1,80,98,9,4,1,1
1,80,98,9,4,1,1
0,98,92,50,11,0,0
1,92,98,38,2,1,1
0,98,92,50,11,0,0
0,98,92,60,13,0,0
0,98,92,50,9,0,0
1,92,98,38,2,1,1
1,92,98,38,1,1,1
1,92,98,28,1,1,1
0,98,92,50,9,0,0
0,98,92,57,11,0,0
0,98,92,47,11,0,0
1,92,98,28,1,1,1
1,92,98,38,3,1,1
1,92,98,28,1,1,1
0,98,92,47,11,0,0
0,98,92,57,11,0,0
0,98,92,47,11,0,0
1,92,98,28,1,1,1
1,92,98,33,1,1,1
1,92,98,23,1,1,1
0,98,92,47,11,0,0
0,98,92,54,13,0,0
0,98,92,44,13,0,0
1,92,98,23,1,1,1
1,92,98,32,1,1,1
1,92,98,23,1,1,1
0,98,92,44,13,0,0
0,98,92,52,17,0,0
0,98,92,44,13,0,0
1,92,98,23,1,1,1
1,92,98,25,5,1,1
1,92,98,17,5,1,1
0,98,92,44,13,0,0
0,98,92,39,10,0,0
0,98,92,31,9,0,0
1,92,98,17,5,1,1
1,92,98,26,5,1,1
1,92,98,17,5,1,1
0,98,92,31,9,0,0
0,98,92,41,9,0,0
0,98,92,31,9,0,0
1,92,98,17,5,1,1
1,92,98,27,5,1,1
1,92,98,17,5,1,1
0,98,92,31,9,0,0
0,98,92,32,10,0,0
0,98,92,25,7,0,0
1,92,98,17,5,1,1
1,92,98,12,6,1,1
1,92,98,8,6,1,1
1,92,98,8,6,1,1
0,0,0,86,7,1,1
1,0,0,65,9,0,0
0,0,0,86,7,1,1
0,0,0,66,6,1,1
0,0,0,56,6,1,1
1,0,0,65,9,0,0
1,0,0,74,9,0,0
1,0,0,64,7,0,0
0,0,0,56,6,1,1
0,0,0,64,8,1,1
0,0,0,54,7,1,1
1,0,0,64,7,0,0
1,0,0,67,8,0,0
1,0,0,57,8,0,0
0,0,0,54,7,1,1
0,0,0,64,7,1,1
0,0,0,54,5,1,1
1,0,0,57,8,0,0
1,0,0,42,6,0,0
1,0,0,32,6,0,0
0,0,0,54,5,1,1
0,0,0,38,4,1,1
0,0,0,28,4,1,1
1,0,0,32,6,0,0
1,0,0,34,7,0,0
1,0,0,25,7,0,0
0,0,0,28,4,1,1
0,0,0,37,4,1,1
0,0,0,27,4,1,1
1,0,0,25,7,0,0
1,0,0,26,10,0,0
1,0,0,19,9,0,0
0,0,0,27,4,1,1
0,0,0,34,7,1,1
0,0,0,25,5,1,1
1,0,0,19,9,0,0
1,0,0,29,9,0,0
1,0,0,19,9,0,0
0,0,0,25,5,1,1
0,0,0,30,7,1,1
0,0,0,23,5,1,1
1,0,0,19,9,0,0
1,0,0,19,9,0,0
1,0,0,13,9,0,0
0,0,0,23,5,1,1
0,0,0,11,5,1,1
0,0,0,5,3,1,1
0,0,0,5,3,1,1
1,0,1,48,4,1,0
1,0,1,45,5,1,0
1,0,1,35,4,1,0
0,1,0,47,7,0,1
0,1,0,27,7,0,1
0,1,0,19,5,0,1
1,0,1,35,4,1,0
1,0,1,44,4,1,0
1,0,1,34,2,1,0
0,1,0,19,5,0,1
0,1,0,29,5,0,1
0,1,0,19,5,0,1
1,0,1,34,2,1,0
1,0,1,43,4,1,0
1,0,1,33,4,1,0
0,1,0,19,5,0,1
0,1,0,29,5,0,1
0,1,0,19,5,0,1
1,0,1,33,4,1,0
1,0,1,37,4,1,0
1,0,1,27,4,1,0
0,1,0,19,5,0,1
0,1,0,24,5,0,1
0,1,0,16,3,0,1
1,0,1,27,4,1,0
1,0,1,32,4,1,0
1,0,1,23,4,1,0
0,1,0,16,3,0,1
0,1,0,18,3,0,1
0,1,0,11,3,0,1
1,0,1,23,3,1,0
1,0,1,9,3,1,0
1,0,1,4,3,1,0
1,0,1,4,3,1,0
0,1,3,40,6,1,1
1,3,1,69,4,0,0
0,1,3,40,6,1,1
0,1,3,47,8,1,1
0,1,3,37,8,1,1
1,3,1,69,4,0,0
1,3,1,71,6,0,0
1,3,1,61,6,0,0
0,1,3,37,8,1,1
0,1,3,25,6,1,1
0,1,3,18,4,1,1
1,3,1,61,5,0,0
1,3,1,47,3,0,0
1,3,1,37,3,0,0
0,1,3,18,4,1,1
0,1,3,28,4,1,1
0,1,3,18,4,1,1
1,3,1,37,3,0,0
1,3,1,43,3,0,0
1,3,1,33,3,0,0
0,1,3,18,4,1,1
0,1,3,28,4,1,1
0,1,3,18,4,1,1
1,3,1,33,3,0,0
1,3,1,34,4,0,0
1,3,1,25,4,0,0
0,1,3,18,4,1,1
0,1,3,10,3,1,1
0,1,3,3,3,1,1
0,1,3,3,3,1,1
1,3,12,65,4,1,0
0,12,3,54,7,0,1
1,3,12,65,4,1,0
1,3,12,72,4,1,0
1,3,12,62,4,1,0
0,12,3,54,7,0,1
0,12,3,64,7,0,1
0,12,3,54,5,0,1
1,3,12,62,4,1,0
1,3,12,69,7,1,0
1,3,12,59,5,1,0
0,12,3,54,5,0,1
0,12,3,64,8,0,1
0,12,3,54,8,0,1
1,3,12,59,5,1,0
1,3,12,45,3,1,0
1,3,12,35,3,1,0
0,12,3,54,8,0,1
0,12,3,62,8,0,1
0,12,3,52,8,0,1
1,3,12,35,3,1,0
1,3,12,45,4,1,0
1,3,12,35,3,1,0
0,12,3,52,8,0,1
0,12,3,55,8,0,1
0,12,3,45,6,0,1
1,3,12,35,3,1,0
1,3,12,45,3,1,0
1,3,12,35,3,1,0
0,12,3,45,6,0,1
0,12,3,43,4,0,1
0,12,3,33,3,0,1
1,3,12,35,3,1,0
1,3,12,44,5,1,0
1,3,12,34,5,1,0
0,12,3,33,3,0,1
0,12,3,39,3,0,1
0,12,3,30,3,0,1
1,3,12,34,4,1,0
1,3,12,16,4,1,0
1,3,12,11,2,1,0
0,12,3,30,3,0,1
0,12,3,40,3,0,1
0,12,3,30,3,0,1
1,3,12,11,2,1,0
1,3,12,21,2,1,0
1,3,12,11,2,1,0
0,12,3,30,3,0,1
0,12,3,36,7,0,1
0,12,3,28,7,0,1
1,3,12,11,2,1,0
1,3,12,19,2,1,0
1,3,12,14,2,1,0
0,12,3,28,7,0,1
0,12,3,22,5,0,1
0,12,3,16,3,0,1
1,3,12,14,2,1,0
1,3,12,19,2,1,0
1,3,12,11,2,1,0
0,12,3,16,3,0,1
0,12,3,26,3,0,1
0,12,3,16,3,0,1
1,3,12,11,2,1,0
1,3,12,19,2,1,0
1,3,12,11,2,1,0
0,12,3,16,3,0,1
0,12,3,23,3,0,1
0,12,3,16,3,0,1
1,3,12,11,1,1,0
1,3,12,11,1,1,0
1,3,12,6,1,1,0
1,3,12,6,1,1,0
0,12,13,72,4,0,1
1,13,12,41,7,1,0
0,12,13,72,4,0,1
0,12,13,52,4,0,1
0,12,13,42,4,0,1
1,13,12,41,7,1,0
1,13,12,42,7,1,0
1,13,12,32,7,1,0
0,12,13,42,4,0,1
0,12,13,46,6,0,1
0,12,13,36,6,0,1
1,13,12,32,7,1,0
1,13,12,42,7,1,0
1,13,12,32,7,1,0
0,12,13,36,6,0,1
0,12,13,45,6,0,1
0,12,13,36,6,0,1
1,13,12,32,7,1,0
1,13,12,26,6,1,0
1,13,12,18,6,1,0
0,12,13,36,6,0,1
0,12,13,43,8,0,1
0,12,13,35,8,0,1
1,13,12,18,6,1,0
1,13,12,22,6,1,0
1,13,12,16,4,1,0
0,12,13,35,7,0,1
0,12,13,23,7,0,1
0,12,13,16,5,0,1
1,13,12,16,4,1,0
1,13,12,26,4,1,0
1,13,12,16,4,1,0
0,12,13,16,5,0,1
0,12,13,17,7,0,1
0,12,13,10,7,0,1
0,12,13,10,7,0,1
1,38,12,36,8,0,0
0,12,38,48,5,1,1
1,38,12,36,8,0,0
1,38,12,26,5,0,0
1,38,12,16,5,0,0
0,12,38,48,5,1,1
0,12,38,56,5,1,1
0,12,38,46,3,1,1
1,38,12,16,5,0,0
1,38,12,25,5,0,0
1,38,12,16,5,0,0
0,12,38,46,3,1,1
0,12,38,47,3,1,1
0,12,38,37,3,1,1
1,38,12,16,5,0,0
1,38,12,22,7,0,0
1,38,12,16,5,0,0
0,12,38,37,3,1,1
0,12,38,43,4,1,1
0,12,38,33,4,1,1
1,38,12,16,5,0,0
1,38,12,26,5,0,0
1,38,12,16,5,0,0
0,12,38,33,4,1,1
0,12,38,43,4,1,1
0,12,38,33,4,1,1
1,38,12,16,5,0,0
1,38,12,24,5,0,0
1,38,12,16,5,0,0
0,12,38,33,4,1,1
0,12,38,20,8,1,1
0,12,38,12,6,1,1
1,38,12,16,5,0,0
1,38,12,18,5,0,0
1,38,12,12,5,0,0
0,12,38,12,5,1,1
0,12,38,12,6,1,1
0,12,38,5,6,1,1
0,12,38,5,6,1,1
0,15,38,63,5,1,1
1,38,15,75,4,0,0
0,15,38,63,5,1,1
0,15,38,68,9,1,1
0,15,38,58,9,1,1
1,38,15,75,4,0,0
1,38,15,82,6,0,0
1,38,15,72,6,0,0
0,15,38,58,9,1,1
0,15,38,44,5,1,1
0,15,38,34,4,1,1
1,38,15,72,6,0,0
1,38,15,74,8,0,0
1,38,15,64,4,0,0
0,15,38,34,4,1,1
0,15,38,35,6,1,1
0,15,38,25,6,1,1
1,38,15,64,4,0,0
1,38,15,50,3,0,0
1,38,15,40,3,0,0
0,15,38,25,6,1,1
0,15,38,19,4,1,1
0,15,38,11,4,1,1
1,38,15,40,3,0,0
1,38,15,50,4,0,0
1,38,15,40,3,0,0
0,15,38,11,4,1,1
0,15,38,21,4,1,1
0,15,38,11,4,1,1
1,38,15,40,3,0,0
1,38,15,50,3,0,0
1,38,15,40,3,0,0
0,15,38,11,4,1,1
0,15,38,14,4,1,1
0,15,38,9,4,1,1
0,15,38,9,4,1,1
1,38,44,63,9,1,0
0,44,38,79,6,0,1
0,44,38,59,5,0,1
0,44,38,49,5,0,1
1,38,44,63,9,1,0
1,38,44,53,6,1,0
1,38,44,43,6,1,0
0,44,38,49,5,0,1
0,44,38,59,6,0,1
0,44,38,49,5,0,1
1,38,44,43,6,1,0
1,38,44,49,8,1,0
1,38,44,40,5,1,0
0,44,38,49,5,0,1
0,44,38,59,5,0,1
0,44,38,49,5,0,1
1,38,44,40,5,1,0
1,38,44,28,4,1,0
1,38,44,19,4,1,0
0,44,38,49,5,0,1
0,44,38,49,6,0,1
0,44,38,39,5,0,1
1,38,44,19,4,1,0
1,38,44,5,3,1,0
1,38,44,2,3,1,0
1,38,44,2,3,1,0
0,44,70,51,7,0,1
0,44,70,38,6,0,1
0,44,70,28,5,0,1
1,70,44,61,10,1,0
1,70,44,71,10,1,0
1,70,44,61,10,1,0
0,44,70,28,5,0,1
0,44,70,37,5,0,1
0,44,70,27,5,0,1
1,70,44,61,10,1,0
1,70,44,64,11,1,0
1,70,44,54,7,1,0
0,44,70,27,5,0,1
0,44,70,33,5,0,1
0,44,70,24,5,0,1
1,70,44,54,7,1,0
1,70,44,64,8,1,0
1,70,44,54,7,1,0
0,44,70,24,5,0,1
0,44,70,29,7,0,1
0,44,70,22,7,0,1
1,70,44,54,7,1,0
1,70,44,46,5,1,0
1,70,44,36,5,1,0
0,44,70,22,7,0,1
0,44,70,32,7,0,1
0,44,70,22,7,0,1
1,70,44,36,5,1,0
1,70,44,45,6,1,0
1,70,44,35,6,1,0
0,44,70,22,7,0,1
0,44,70,32,7,0,1
0,44,70,22,7,0,1
1,70,44,35,6,1,0
1,70,44,45,7,1,0
1,70,44,35,6,1,0
0,44,70,22,7,0,1
0,44,70,32,7,0,1
0,44,70,22,7,0,1
1,70,44,35,6,1,0
1,70,44,43,6,1,0
1,70,44,34,5,1,0
0,44,70,22,7,0,1
0,44,70,27,8,0,1
0,44,70,21,6,0,1
1,70,44,34,5,1,0
1,70,44,28,4,1,0
1,70,44,19,4,1,0
0,44,70,21,6,0,1
0,44,70,31,6,0,1
0,44,70,21,6,0,1
1,70,44,19,4,1,0
1,70,44,20,4,1,0
1,70,44,12,4,1,0
0,44,70,21,6,0,1
0,44,70,28,6,0,1
0,44,70,21,6,0,1
1,70,44,12,4,1,0
1,70,44,22,4,1,0
1,70,44,12,4,1,0
0,44,70,21,6,0,1
0,44,70,23,8,0,1
0,44,70,18,7,0,1
1,70,44,12,4,1,0
1,70,44,17,5,1,0
1,70,44,10,5,1,0
1,70,44,10,5,1,0
1,75,44,61,6,0,0
0,44,75,73,4,1,1
0,44,75,63,5,1,1
0,44,75,53,5,1,1
1,75,44,61,6,0,0
1,75,44,71,6,0,0
1,75,44,61,6,0,0
0,44,75,53,5,1,1
0,44,75,63,7,1,1
0,44,75,53,7,1,1
1,75,44,61,6,0,0
1,75,44,67,6,0,0
1,75,44,57,6,0,0
0,44,75,53,6,1,1
0,44,75,33,6,1,1
0,44,75,23,6,1,1
1,75,44,57,6,0,0
1,75,44,67,6,0,0
1,75,44,57,6,0,0
0,44,75,23,6,1,1
0,44,75,29,6,1,1
0,44,75,21,4,1,1
1,75,44,57,6,0,0
1,75,44,66,6,0,0
1,75,44,56,6,0,0
0,44,75,21,4,1,1
0,44,75,23,4,1,1
0,44,75,16,3,1,1
1,75,44,56,6,0,0
1,75,44,66,6,0,0
1,75,44,56,6,0,0
0,44,75,16,3,1,1
0,44,75,21,3,1,1
0,44,75,14,3,1,1
1,75,44,56,6,0,0
1,75,44,66,6,0,0
1,75,44,56,6,0,0
0,44,75,14,2,1,1
0,44,75,14,2,1,1
0,44,75,8,2,1,1
0,44,75,8,2,1,1
0,74,75,27,3,1,1
0,74,75,27,4,1,1
0,74,75,17,4,1,1
1,75,74,59,6,0,0
1,75,74,69,8,0,0
1,75,74,59,6,0,0
0,74,75,17,4,1,1
0,74,75,27,4,1,1
0,74,75,17,4,1,1
1,75,74,59,6,0,0
1,75,74,67,8,0,0
1,75,74,57,6,0,0
0,74,75,17,4,1,1
0,74,75,27,5,1,1
0,74,75,17,4,1,1
1,75,74,57,6,0,0
1,75,74,58,7,0,0
1,75,74,48,7,0,0
0,74,75,17,3,1,1
0,74,75,17,3,1,1
0,74,75,7,3,1,1
0,74,75,7,3,1,1
1,0,0,68,5,0,0
0,0,0,78,6,1,1
1,0,0,68,5,0,0
1,0,0,78,5,0,0
1,0,0,68,3,0,0
0,0,0,78,5,1,1
0,0,0,58,5,1,1
0,0,0,48,3,1,1
1,0,0,68,3,0,0
1,0,0,77,7,0,0
1,0,0,67,7,0,0
0,0,0,48,2,1,1
0,0,0,48,2,1,1
0,0,0,38,2,1,1
1,0,0,67,7,0,0
1,0,0,51,4,0,0
1,0,0,41,4,0,0
0,0,0,38,2,1,1
0,0,0,45,4,1,1
0,0,0,35,4,1,1
1,0,0,41,4,0,0
1,0,0,43,6,0,0
1,0,0,34,6,0,0
0,0,0,35,4,1,1
0,0,0,39,6,1,1
0,0,0,30,6,1,1
1,0,0,34,6,0,0
1,0,0,43,6,0,0
1,0,0,34,6,0,0
0,0,0,30,5,1,1
0,0,0,15,6,1,1
0,0,0,10,4,1,1
0,0,0,10,4,1,1
0,13,0,51,6,1,1
1,0,13,70,7,0,0
0,13,0,51,6,1,1
0,13,0,61,6,1,1
0,13,0,51,6,1,1
1,0,13,70,7,0,0
1,0,13,74,9,0,0
1,0,13,64,8,0,0
0,13,0,51,6,1,1
0,13,0,61,7,1,1
0,13,0,51,7,1,1
1,0,13,64,8,0,0
1,0,13,74,8,0,0
1,0,13,64,8,0,0
0,13,0,51,7,1,1
0,13,0,57,10,1,1
0,13,0,47,9,1,1
1,0,13,64,8,0,0
1,0,13,74,10,0,0
1,0,13,64,8,0,0
0,13,0,47,9,1,1
0,13,0,57,9,1,1
0,13,0,47,9,1,1
1,0,13,64,8,0,0
1,0,13,67,10,0,0
1,0,13,57,10,0,0
0,13,0,47,9,1,1
0,13,0,54,10,1,1
0,13,0,44,10,1,1
1,0,13,57,10,0,0
1,0,13,67,10,0,0
1,0,13,57,10,0,0
0,13,0,44,10,1,1
0,13,0,32,6,1,1
0,13,0,24,6,1,1
1,0,13,57,9,0,0
1,0,13,41,9,0,0
1,0,13,32,7,0,0
0,13,0,24,6,1,1
0,13,0,29,9,1,1
0,13,0,23,8,1,1
1,0,13,32,7,0,0
1,0,13,42,7,0,0
1,0,13,32,7,0,0
0,13,0,23,8,1,1
0,13,0,30,8,1,1
0,13,0,23,8,1,1
1,0,13,32,7,0,0
1,0,13,37,9,0,0
1,0,13,28,9,0,0
0,13,0,23,7,1,1
0,13,0,23,7,1,1
0,13,0,17,6,1,1
1,0,13,28,9,0,0
1,0,13,29,9,0,0
1,0,13,23,7,0,0
0,13,0,17,6,1,1
0,13,0,27,6,1,1
0,13,0,17,6,1,1
1,0,13,23,7,0,0
1,0,13,25,9,0,0
1,0,13,20,8,0,0
0,13,0,17,5,1,1
0,13,0,13,4,1,1
0,13,0,8,4,1,1
0,13,0,8,4,1,1
1,0,20,37,5,0,0
0,20,0,73,8,1,1
1,0,20,37,5,0,0
1,0,20,46,7,0,0
1,0,20,36,5,0,0
0,20,0,73,8,1,1
0,20,0,83,9,1,1
0,20,0,73,7,1,1
1,0,20,36,5,0,0
1,0,20,41,7,0,0
1,0,20,32,5,0,0
0,20,0,73,6,1,1
0,20,0,48,4,1,1
0,20,0,38,4,1,1
1,0,20,32,5,0,0
1,0,20,39,8,0,0
1,0,20,30,8,0,0
0,20,0,38,4,1,1
0,20,0,47,6,1,1
0,20,0,37,6,1,1
1,0,20,30,8,0,0
1,0,20,34,8,0,0
1,0,20,27,5,0,0
0,20,0,37,6,1,1
0,20,0,47,6,1,1
0,20,0,37,6,1,1
1,0,20,27,5,0,0
1,0,20,28,6,0,0
1,0,20,21,6,0,0
0,20,0,37,6,1,1
0,20,0,43,6,1,1
0,20,0,34,4,1,1
1,0,20,21,6,0,0
1,0,20,24,8,0,0
1,0,20,19,6,0,0
0,20,0,34,4,1,1
0,20,0,44,4,1,1
0,20,0,34,4,1,1
1,0,20,19,6,0,0
1,0,20,27,6,0,0
1,0,20,19,6,0,0
0,20,0,34,4,1,1
0,20,0,42,5,1,1
0,20,0,33,5,1,1
1,0,20,19,6,0,0
1,0,20,25,6,0,0
1,0,20,19,6,0,0
0,20,0,33,5,1,1
0,20,0,33,5,1,1
0,20,0,25,4,1,1
1,0,20,19,6,0,0
1,0,20,29,6,0,0
1,0,20,19,6,0,0
0,20,0,25,4,1,1
0,20,0,27,5,1,1
0,20,0,19,5,1,1
1,0,20,19,6,0,0
1,0,20,29,6,0,0
1,0,20,19,6,0,0
0,20,0,19,5,1,1
0,20,0,11,4,1,1
0,20,0,5,4,1,1
0,20,0,5,4,1,1
0,30,0,54,9,1,1
1,0,30,77,6,0,0
0,30,0,54,9,1,1
0,30,0,34,8,1,1
0,30,0,24,8,1,1
1,0,30,77,6,0,0
1,0,30,82,6,0,0
1,0,30,72,3,0,0
0,30,0,24,8,1,1
0,30,0,30,10,1,1
0,30,0,23,8,1,1
1,0,30,72,3,0,0
1,0,30,82,6,0,0
1,0,30,72,3,0,0
0,30,0,23,8,1,1
0,30,0,33,8,1,1
0,30,0,23,8,1,1
1,0,30,72,3,0,0
1,0,30,82,4,0,0
1,0,30,72,4,0,0
0,30,0,23,8,1,1
0,30,0,27,10,1,1
0,30,0,20,8,1,1
1,0,30,72,4,0,0
1,0,30,79,6,0,0
1,0,30,69,5,0,0
0,30,0,20,8,1,1
0,30,0,29,8,1,1
0,30,0,20,8,1,1
1,0,30,69,5,0,0
1,0,30,70,7,0,0
1,0,30,60,6,0,0
0,30,0,20,8,1,1
0,30,0,29,8,1,1
0,30,0,20,8,1,1
1,0,30,60,6,0,0
1,0,30,43,6,0,0
1,0,30,33,6,0,0
0,30,0,20,8,1,1
0,30,0,13,2,1,1
0,30,0,7,2,1,1
0,30,0,7,2,1,1
1,0,41,50,7,0,0
0,41,0,64,1,1,1
1,0,41,50,7,0,0
1,0,41,60,8,0,0
1,0,41,50,7,0,0
0,41,0,64,1,1,1
0,41,0,74,3,1,1
0,41,0,64,1,1,1
1,0,41,50,7,0,0
1,0,41,55,9,0,0
1,0,41,45,9,0,0
0,41,0,64,1,1,1
0,41,0,65,3,1,1
0,41,0,55,3,1,1
1,0,41,45,9,0,0
1,0,41,53,9,0,0
1,0,41,43,9,0,0
0,41,0,55,3,1,1
0,41,0,65,3,1,1
0,41,0,55,3,1,1
1,0,41,43,9,0,0
