current_player,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,is_current_player_hand_winner,is_current_player_game_winner
1,0,0,34,4,1,1
0,0,0,71,7,0,0
1,0,0,34,4,1,1
1,0,0,40,6,1,1
1,0,0,30,6,1,1
0,0,0,71,7,0,0
0,0,0,81,10,0,0
0,0,0,71,8,0,0
1,0,0,30,6,1,1
1,0,0,31,6,1,1
1,0,0,22,5,1,1
0,0,0,71,8,0,0
0,0,0,81,8,0,0
0,0,0,71,7,0,0
1,0,0,22,5,1,1
1,0,0,27,6,1,1
1,0,0,18,6,1,1
0,0,0,71,7,0,0
0,0,0,75,7,0,0
0,0,0,65,7,0,0
1,0,0,18,6,1,1
1,0,0,23,9,1,1
1,0,0,17,6,1,1
0,0,0,65,6,0,0
0,0,0,50,5,0,0
0,0,0,40,3,0,0
1,0,0,17,6,1,1
1,0,0,21,6,1,1
1,0,0,15,5,1,1
0,0,0,40,3,0,0
0,0,0,44,5,0,0
0,0,0,34,5,0,0
1,0,0,15,5,1,1
1,0,0,17,5,1,1
1,0,0,12,3,1,1
0,0,0,34,4,0,0
0,0,0,30,3,0,0
0,0,0,20,3,0,0
1,0,0,12,3,1,1
1,0,0,15,3,1,1
1,0,0,10,3,1,1
1,0,0,10,3,1,1
0,0,10,64,2,0,0
1,10,0,23,5,1,1
0,0,10,64,2,0,0
0,0,10,71,3,0,0
0,0,10,61,3,0,0
1,10,0,23,5,1,1
1,10,0,24,5,1,1
1,10,0,14,3,1,1
0,0,10,61,3,0,0
0,0,10,66,5,0,0
0,0,10,56,5,0,0
1,10,0,14,3,1,1
1,10,0,23,3,1,1
1,10,0,13,3,1,1
0,0,10,56,5,0,0
0,0,10,47,5,0,0
0,0,10,37,5,0,0
1,10,0,13,3,1,1
1,10,0,23,3,1,1
1,10,0,13,3,1,1
0,0,10,37,5,0,0
0,0,10,36,4,0,0
0,0,10,27,3,0,0
1,10,0,13,3,1,1
1,10,0,19,3,1,1
1,10,0,10,3,1,1
1,10,0,10,3,1,1
1,20,0,62,8,1,1
1,20,0,34,6,1,1
1,20,0,24,6,1,1
0,0,20,57,3,0,0
0,0,20,37,3,0,0
0,0,20,27,3,0,0
1,20,0,24,6,1,1
1,20,0,34,6,1,1
1,20,0,24,6,1,1
0,0,20,27,3,0,0
0,0,20,30,3,0,0
0,0,20,21,3,0,0
1,20,0,24,6,1,1
1,20,0,15,6,1,1
1,20,0,8,6,1,1
1,20,0,8,6,1,1
0,0,33,76,6,0,0
1,33,0,42,4,1,1
0,0,33,76,6,0,0
0,0,33,86,11,0,0
0,0,33,76,6,0,0
1,33,0,42,4,1,1
1,33,0,52,4,1,1
1,33,0,42,4,1,1
0,0,33,76,6,0,0
0,0,33,78,6,0,0
0,0,33,68,6,0,0
1,33,0,42,4,1,1
1,33,0,49,8,1,1
1,33,0,39,8,1,1
0,0,33,68,6,0,0
0,0,33,50,5,0,0
0,0,33,40,3,0,0
1,33,0,39,8,1,1
1,33,0,41,10,1,1
1,33,0,33,6,1,1
0,0,33,40,3,0,0
0,0,33,41,3,0,0
0,0,33,31,3,0,0
1,33,0,33,6,1,1
1,33,0,41,7,1,1
1,33,0,33,6,1,1
0,0,33,31,3,0,0
0,0,33,33,5,0,0
0,0,33,26,5,0,0
1,33,0,33,5,1,1
1,33,0,19,5,1,1
1,33,0,11,5,1,1
0,0,33,26,5,0,0
0,0,33,26,4,0,0
0,0,33,20,2,0,0
1,33,0,11,5,1,1
1,33,0,17,6,1,1
1,33,0,12,5,1,1
0,0,33,20,2,0,0
0,0,33,30,2,0,0
0,0,33,20,2,0,0
1,33,0,12,5,1,1
1,33,0,22,5,1,1
1,33,0,12,5,1,1
0,0,33,20,2,0,0
0,0,33,26,4,0,0
0,0,33,20,2,0,0
1,33,0,12,5,1,1
1,33,0,15,6,1,1
1,33,0,9,6,1,1
1,33,0,9,6,1,1
1,44,0,72,4,1,1
1,44,0,58,4,1,1
1,44,0,48,4,1,1
0,0,44,69,4,0,0
0,0,44,76,4,0,0
0,0,44,66,2,0,0
1,44,0,48,4,1,1
1,44,0,58,6,1,1
1,44,0,48,4,1,1
0,0,44,66,2,0,0
0,0,44,69,4,0,0
0,0,44,59,4,0,0
1,44,0,48,4,1,1
1,44,0,53,6,1,1
1,44,0,43,6,1,1
0,0,44,59,4,0,0
0,0,44,62,8,0,0
0,0,44,52,8,0,0
1,44,0,43,6,1,1
1,44,0,33,4,1,1
1,44,0,23,4,1,1
0,0,44,52,8,0,0
0,0,44,62,10,0,0
0,0,44,52,8,0,0
1,44,0,23,4,1,1
1,44,0,33,4,1,1
1,44,0,23,4,1,1
0,0,44,52,8,0,0
0,0,44,62,8,0,0
0,0,44,52,8,0,0
1,44,0,23,4,1,1
1,44,0,32,5,1,1
1,44,0,23,4,1,1
0,0,44,52,8,0,0
0,0,44,53,9,0,0
0,0,44,43,9,0,0
1,44,0,23,4,1,1
1,44,0,32,6,1,1
1,44,0,23,4,1,1
0,0,44,43,9,0,0
0,0,44,49,13,0,0
0,0,44,41,9,0,0
1,44,0,23,4,1,1
1,44,0,28,4,1,1
1,44,0,19,4,1,1
0,0,44,41,9,0,0
0,0,44,51,9,0,0
0,0,44,41,9,0,0
1,44,0,19,4,1,1
1,44,0,29,4,1,1
1,44,0,19,4,1,1
0,0,44,41,9,0,0
0,0,44,29,8,0,0
0,0,44,21,8,0,0
1,44,0,19,3,1,1
1,44,0,6,4,1,1
1,44,0,3,2,1,1
1,44,0,3,2,1,1
0,0,62,53,8,1,0
1,62,0,60,6,0,1
0,0,62,53,8,1,0
0,0,62,63,10,1,0
0,0,62,53,6,1,0
1,62,0,60,6,0,1
1,62,0,67,6,0,1
1,62,0,57,4,0,1
0,0,62,53,6,1,0
0,0,62,33,5,1,0
0,0,62,23,5,1,0
1,62,0,57,4,0,1
1,62,0,59,6,0,1
1,62,0,49,6,0,1
0,0,62,23,5,1,0
0,0,62,33,5,1,0
0,0,62,23,5,1,0
1,62,0,49,6,0,1
1,62,0,58,10,0,1
1,62,0,49,8,0,1
0,0,62,23,5,1,0
0,0,62,30,7,1,0
0,0,62,20,7,1,0
1,62,0,49,8,0,1
1,62,0,59,8,0,1
1,62,0,49,8,0,1
0,0,62,20,7,1,0
0,0,62,29,7,1,0
0,0,62,20,7,1,0
1,62,0,49,8,0,1
1,62,0,55,8,0,1
1,62,0,46,6,0,1
0,0,62,20,7,1,0
0,0,62,13,7,1,0
0,0,62,6,5,1,0
0,0,62,6,5,1,0
1,62,26,45,5,0,1
0,26,62,27,6,1,0
1,62,26,45,5,0,1
1,62,26,55,5,0,1
1,62,26,45,1,0,1
0,26,62,27,6,1,0
0,26,62,30,6,1,0
0,26,62,21,4,1,0
1,62,26,45,1,0,1
1,62,26,55,3,0,1
1,62,26,45,3,0,1
0,26,62,21,4,1,0
0,26,62,22,5,1,0
0,26,62,14,3,1,0
1,62,26,45,3,0,1
1,62,26,55,3,0,1
1,62,26,45,1,0,1
0,26,62,14,3,1,0
0,26,62,24,3,1,0
0,26,62,14,3,1,0
1,62,26,45,1,0,1
1,62,26,55,1,0,1
1,62,26,45,1,0,1
0,26,62,14,3,1,0
0,26,62,24,3,1,0
0,26,62,14,3,1,0
1,62,26,45,1,0,1
1,62,26,55,2,0,1
1,62,26,45,2,0,1
0,26,62,14,3,1,0
0,26,62,23,3,1,0
0,26,62,14,3,1,0
1,62,26,45,2,0,1
1,62,26,51,3,0,1
1,62,26,41,2,0,1
0,26,62,14,3,1,0
0,26,62,20,3,1,0
0,26,62,12,3,1,0
1,62,26,41,2,0,1
1,62,26,44,2,0,1
1,62,26,34,2,0,1
0,26,62,12,3,1,0
0,26,62,18,5,1,0
0,26,62,12,3,1,0
1,62,26,34,2,0,1
1,62,26,38,2,0,1
1,62,26,29,2,0,1
0,26,62,12,3,1,0
0,26,62,22,3,1,0
0,26,62,12,3,1,0
1,62,26,29,2,0,1
1,62,26,30,4,0,1
1,62,26,23,3,0,1
0,26,62,12,3,1,0
0,26,62,16,3,1,0
0,26,62,10,3,1,0
0,26,62,10,3,1,0
0,34,62,76,2,0,0
0,34,62,56,2,0,0
0,34,62,46,1,0,0
1,62,34,42,2,1,1
1,62,34,23,4,1,1
1,62,34,13,4,1,1
0,34,62,46,1,0,0
0,34,62,47,3,0,0
0,34,62,37,3,0,0
1,62,34,13,3,1,1
1,62,34,13,3,1,1
1,62,34,5,3,1,1
1,62,34,5,3,1,1
1,86,34,54,7,0,1
0,34,86,67,7,1,0
0,34,86,47,7,1,0
0,34,86,37,7,1,0
1,86,34,54,7,0,1
1,86,34,64,9,0,1
1,86,34,54,6,0,1
0,34,86,37,7,1,0
0,34,86,42,10,1,0
0,34,86,32,10,1,0
1,86,34,54,6,0,1
1,86,34,64,6,0,1
1,86,34,54,5,0,1
0,34,86,32,10,1,0
0,34,86,27,6,1,0
0,34,86,20,4,1,0
1,86,34,54,5,0,1
1,86,34,64,6,0,1
1,86,34,54,5,0,1
0,34,86,20,4,1,0
0,34,86,26,6,1,0
0,34,86,19,6,1,0
1,86,34,54,5,0,1
1,86,34,56,7,0,1
1,86,34,46,7,0,1
0,34,86,19,6,1,0
0,34,86,28,6,1,0
0,34,86,19,6,1,0
1,86,34,46,7,0,1
1,86,34,44,5,0,1
1,86,34,34,5,0,1
0,34,86,19,6,1,0
0,34,86,8,4,1,0
0,34,86,3,4,1,0
0,34,86,3,4,1,0
0,57,86,65,5,0,0
1,86,57,41,7,1,1
0,57,86,65,5,0,0
0,57,86,73,5,0,0
0,57,86,63,3,0,0
1,86,57,41,7,1,1
1,86,57,51,7,1,1
1,86,57,41,7,1,1
0,57,86,63,3,0,0
0,57,86,70,3,0,0
0,57,86,60,3,0,0
1,86,57,41,7,1,1
1,86,57,45,7,1,1
1,86,57,36,7,1,1
0,57,86,60,3,0,0
0,57,86,58,2,0,0
0,57,86,48,2,0,0
1,86,57,36,7,1,1
1,86,57,45,9,1,1
1,86,57,36,7,1,1
0,57,86,48,2,0,0
0,57,86,55,6,0,0
0,57,86,45,5,0,0
1,86,57,36,7,1,1
1,86,57,46,7,1,1
1,86,57,36,7,1,1
0,57,86,45,5,0,0
0,57,86,49,8,0,0
0,57,86,39,8,0,0
1,86,57,36,7,1,1
1,86,57,41,9,1,1
1,86,57,33,8,1,1
0,57,86,39,7,0,0
0,57,86,26,5,0,0
0,57,86,18,5,0,0
1,86,57,33,7,1,1
1,86,57,23,6,1,1
1,86,57,15,4,1,1
0,57,86,18,5,0,0
0,57,86,28,5,0,0
0,57,86,18,5,0,0
1,86,57,15,4,1,1
1,86,57,16,5,1,1
1,86,57,9,5,1,1
1,86,57,9,5,1,1
1,95,57,52,6,0,1
0,57,95,73,9,1,0
1,95,57,52,6,0,1
1,95,57,62,6,0,1
1,95,57,52,6,0,1
0,57,95,73,9,1,0
0,57,95,75,9,1,0
0,57,95,65,6,1,0
1,95,57,52,6,0,1
1,95,57,56,9,0,1
1,95,57,46,9,0,1
0,57,95,65,6,1,0
0,57,95,75,7,1,0
0,57,95,65,6,1,0
1,95,57,46,9,0,1
1,95,57,54,12,0,1
1,95,57,45,9,0,1
0,57,95,65,6,1,0
0,57,95,67,9,1,0
0,57,95,57,9,1,0
1,95,57,45,9,0,1
1,95,57,46,9,0,1
1,95,57,37,9,0,1
0,57,95,57,9,1,0
0,57,95,67,9,1,0
0,57,95,57,9,1,0
1,95,57,37,9,0,1
1,95,57,42,9,0,1
1,95,57,34,6,0,1
0,57,95,57,8,1,0
0,57,95,41,6,1,0
0,57,95,31,6,1,0
1,95,57,34,6,0,1
1,95,57,22,4,0,1
1,95,57,14,4,0,1
0,57,95,31,5,1,0
0,57,95,31,5,1,0
0,57,95,22,5,1,0
1,95,57,14,4,0,1
1,95,57,23,4,0,1
1,95,57,14,4,0,1
0,57,95,22,5,1,0
0,57,95,15,7,1,0
0,57,95,10,5,1,0
0,57,95,10,5,1,0
0,61,95,50,3,1,0
1,95,61,35,8,0,1
0,61,95,50,3,1,0
0,61,95,60,5,1,0
0,61,95,50,3,1,0
1,95,61,35,8,0,1
1,95,61,42,8,0,1
1,95,61,32,6,0,1
0,61,95,50,3,1,0
0,61,95,53,3,1,0
0,61,95,43,3,1,0
1,95,61,32,6,0,1
1,95,61,28,4,0,1
1,95,61,18,4,0,1
0,61,95,43,3,1,0
0,61,95,53,3,1,0
0,61,95,43,3,1,0
1,95,61,18,4,0,1
1,95,61,28,4,0,1
1,95,61,18,4,0,1
0,61,95,43,3,1,0
0,61,95,49,4,1,0
0,61,95,39,4,1,0
1,95,61,18,4,0,1
1,95,61,24,4,0,1
1,95,61,17,4,0,1
0,61,95,39,3,1,0
0,61,95,25,3,1,0
0,61,95,16,3,1,0
1,95,61,17,4,0,1
1,95,61,27,4,0,1
1,95,61,17,4,0,1
0,61,95,16,2,1,0
0,61,95,16,2,1,0
0,61,95,10,1,1,0
0,61,95,10,1,1,0
1,95,68,62,4,1,1
0,68,95,60,6,0,0
1,95,68,62,4,1,1
1,95,68,72,6,1,1
1,95,68,62,4,1,1
0,68,95,60,6,0,0
0,68,95,70,7,0,0
0,68,95,60,4,0,0
1,95,68,62,4,1,1
1,95,68,72,4,1,1
1,95,68,62,4,1,1
0,68,95,60,4,0,0
0,68,95,44,3,0,0
0,68,95,34,3,0,0
1,95,68,62,4,1,1
1,95,68,67,6,1,1
1,95,68,57,6,1,1
0,68,95,34,3,0,0
0,68,95,44,3,0,0
0,68,95,34,3,0,0
1,95,68,57,6,1,1
1,95,68,58,8,1,1
1,95,68,48,8,1,1
0,68,95,34,3,0,0
0,68,95,44,3,0,0
0,68,95,34,3,0,0
1,95,68,48,8,1,1
1,95,68,39,4,1,1
1,95,68,29,4,1,1
0,68,95,34,3,0,0
0,68,95,41,3,0,0
0,68,95,31,3,0,0
1,95,68,29,4,1,1
1,95,68,32,5,1,1
1,95,68,23,5,1,1
0,68,95,31,3,0,0
0,68,95,33,3,0,0
0,68,95,24,3,0,0
1,95,68,23,5,1,1
1,95,68,31,5,1,1
1,95,68,23,5,1,1
0,68,95,24,2,0,0
0,68,95,24,2,0,0
0,68,95,17,2,0,0
1,95,68,23,4,1,1
1,95,68,23,5,1,1
1,95,68,16,5,1,1
0,68,95,17,2,0,0
0,68,95,27,2,0,0
0,68,95,17,2,0,0
1,95,68,16,5,1,1
1,95,68,25,5,1,1
1,95,68,16,5,1,1
0,68,95,17,2,0,0
0,68,95,27,2,0,0
0,68,95,17,2,0,0
1,95,68,16,5,1,1
1,95,68,21,6,1,1
1,95,68,16,5,1,1
0,68,95,17,2,0,0
0,68,95,22,2,0,0
0,68,95,16,2,0,0
1,95,68,16,5,1,1
1,95,68,12,4,1,1
1,95,68,7,4,1,1
1,95,68,7,4,1,1
1,0,0,67,5,0,1
1,0,0,48,4,0,1
1,0,0,38,4,0,1
0,0,0,46,7,1,0
0,0,0,47,7,1,0
0,0,0,37,7,1,0
1,0,0,38,4,0,1
1,0,0,46,4,0,1
1,0,0,36,4,0,1
0,0,0,37,7,1,0
0,0,0,39,7,1,0
0,0,0,30,5,1,0
1,0,0,36,4,0,1
1,0,0,45,7,0,1
1,0,0,36,6,0,1
0,0,0,30,5,1,0
0,0,0,31,8,1,0
0,0,0,22,8,1,0
1,0,0,36,6,0,1
1,0,0,45,6,0,1
1,0,0,36,4,0,1
0,0,0,22,8,1,0
0,0,0,24,9,1,0
0,0,0,18,7,1,0
1,0,0,36,4,0,1
1,0,0,46,4,0,1
1,0,0,36,4,0,1
0,0,0,18,7,1,0
0,0,0,28,7,1,0
0,0,0,18,7,1,0
1,0,0,36,4,0,1
1,0,0,38,6,0,1
1,0,0,29,6,0,1
0,0,0,18,7,1,0
0,0,0,28,7,1,0
0,0,0,18,7,1,0
1,0,0,29,6,0,1
1,0,0,29,6,0,1
1,0,0,21,6,0,1
0,0,0,18,6,1,0
0,0,0,18,6,1,0
0,0,0,13,6,1,0
1,0,0,21,6,0,1
1,0,0,31,6,0,1
1,0,0,21,6,0,1
0,0,0,13,6,1,0
0,0,0,20,6,1,0
0,0,0,13,6,1,0
1,0,0,21,6,0,1
1,0,0,31,6,0,1
1,0,0,21,6,0,1
0,0,0,13,6,1,0
0,0,0,18,6,1,0
0,0,0,13,6,1,0
1,0,0,21,6,0,1
1,0,0,21,5,0,1
1,0,0,14,5,0,1
0,0,0,13,6,1,0
0,0,0,23,6,1,0
0,0,0,13,6,1,0
1,0,0,14,5,0,1
1,0,0,19,5,0,1
1,0,0,14,5,0,1
0,0,0,13,5,1,0
0,0,0,6,6,1,0
0,0,0,4,4,1,0
0,0,0,4,4,1,0
0,8,0,70,11,1,0
1,0,8,38,1,0,1
0,8,0,70,11,1,0
0,8,0,78,11,1,0
0,8,0,68,9,1,0
1,0,8,38,1,0,1
1,0,8,44,3,0,1
1,0,8,34,3,0,1
0,8,0,68,9,1,0
0,8,0,69,9,1,0
0,8,0,59,9,1,0
1,0,8,34,2,0,1
1,0,8,34,2,0,1
1,0,8,24,2,0,1
0,8,0,59,9,1,0
0,8,0,66,10,1,0
0,8,0,56,10,1,0
1,0,8,24,2,0,1
1,0,8,27,6,0,1
1,0,8,20,4,0,1
0,8,0,56,10,1,0
0,8,0,66,10,1,0
0,8,0,56,8,1,0
1,0,8,20,4,0,1
1,0,8,27,4,0,1
1,0,8,20,4,0,1
0,8,0,56,8,1,0
0,8,0,57,10,1,0
0,8,0,47,10,1,0
1,0,8,20,4,0,1
1,0,8,26,6,0,1
1,0,8,20,4,0,1
0,8,0,47,10,1,0
0,8,0,41,6,1,0
0,8,0,32,5,1,0
1,0,8,20,4,0,1
1,0,8,30,4,0,1
1,0,8,20,4,0,1
0,8,0,32,5,1,0
0,8,0,37,5,1,0
0,8,0,28,5,1,0
1,0,8,20,4,0,1
1,0,8,26,4,0,1
1,0,8,20,4,0,1
0,8,0,28,5,1,0
0,8,0,28,4,1,0
0,8,0,20,2,1,0
1,0,8,20,4,0,1
1,0,8,30,4,0,1
1,0,8,20,4,0,1
0,8,0,20,2,1,0
0,8,0,23,4,1,0
0,8,0,16,4,1,0
1,0,8,20,4,0,1
1,0,8,27,4,0,1
1,0,8,20,4,0,1
0,8,0,16,4,1,0
0,8,0,14,3,1,0
0,8,0,9,3,1,0
0,8,0,9,3,1,0
1,0,18,71,10,0,1
1,0,18,51,8,0,1
1,0,18,41,8,0,1
0,18,0,46,2,1,0
0,18,0,26,2,1,0
0,18,0,16,2,1,0
1,0,18,41,8,0,1
1,0,18,51,10,0,1
1,0,18,41,8,0,1
0,18,0,16,2,1,0
0,18,0,18,2,1,0
0,18,0,10,2,1,0
0,18,0,10,2,1,0
0,49,0,52,5,0,0
1,0,49,57,5,1,1
0,49,0,52,5,0,0
0,49,0,59,5,0,0
0,49,0,49,3,0,0
1,0,49,57,5,1,1
1,0,49,65,6,1,1
1,0,49,55,6,1,1
0,49,0,49,3,0,0
0,49,0,54,5,0,0
0,49,0,44,5,0,0
1,0,49,55,6,1,1
1,0,49,51,4,1,1
1,0,49,41,4,1,1
0,49,0,44,5,0,0
0,49,0,49,9,0,0
0,49,0,39,9,0,0
1,0,49,41,4,1,1
1,0,49,48,5,1,1
1,0,49,38,5,1,1
0,49,0,39,9,0,0
0,49,0,49,9,0,0
0,49,0,39,9,0,0
1,0,49,38,5,1,1
1,0,49,48,5,1,1
1,0,49,38,5,1,1
0,49,0,39,9,0,0
0,49,0,49,9,0,0
0,49,0,39,9,0,0
1,0,49,38,5,1,1
1,0,49,47,8,1,1
1,0,49,38,5,1,1
0,49,0,39,9,0,0
0,49,0,28,5,0,0
0,49,0,20,5,0,0
1,0,49,38,5,1,1
1,0,49,36,4,1,1
1,0,49,27,4,1,1
0,49,0,20,5,0,0
0,49,0,30,5,0,0
0,49,0,20,5,0,0
1,0,49,27,4,1,1
1,0,49,36,4,1,1
1,0,49,27,4,1,1
0,49,0,20,5,0,0
0,49,0,30,5,0,0
0,49,0,20,5,0,0
1,0,49,27,4,1,1
1,0,49,27,3,1,1
1,0,49,19,3,1,1
0,49,0,20,4,0,0
0,49,0,20,4,0,0
0,49,0,13,4,0,0
1,0,49,19,2,1,1
1,0,49,5,2,1,1
1,0,49,0,2,1,1
1,0,49,0,2,1,1
1,38,49,59,7,0,1
1,38,49,55,8,0,1
1,38,49,45,8,0,1
0,49,38,56,4,1,0
0,49,38,36,4,1,0
0,49,38,26,4,1,0
1,38,49,45,8,0,1
1,38,49,55,10,0,1
1,38,49,45,8,0,1
0,49,38,26,4,1,0
0,49,38,26,3,1,0
0,49,38,18,1,1,0
1,38,49,45,8,0,1
1,38,49,34,6,0,1
1,38,49,24,6,0,1
0,49,38,18,1,1,0
0,49,38,28,1,1,0
0,49,38,18,1,1,0
1,38,49,24,6,0,1
1,38,49,34,6,0,1
1,38,49,24,6,0,1
0,49,38,18,1,1,0
0,49,38,28,1,1,0
0,49,38,18,1,1,0
1,38,49,24,6,0,1
1,38,49,34,6,0,1
1,38,49,24,6,0,1
0,49,38,18,1,1,0
0,49,38,10,3,1,0
0,49,38,4,3,1,0
0,49,38,4,3,1,0
0,62,38,55,4,1,0
1,38,62,61,5,0,1
1,38,62,41,5,0,1
1,38,62,31,5,0,1
0,62,38,55,4,1,0
0,62,38,59,8,1,0
0,62,38,49,8,1,0
1,38,62,31,5,0,1
1,38,62,32,8,0,1
1,38,62,24,8,0,1
0,62,38,49,8,1,0
0,62,38,59,9,1,0
0,62,38,49,8,1,0
1,38,62,24,8,0,1
1,38,62,34,8,0,1
1,38,62,24,8,0,1
0,62,38,49,8,1,0
0,62,38,59,8,1,0
0,62,38,49,8,1,0
1,38,62,24,8,0,1
1,38,62,27,8,0,1
1,38,62,20,6,0,1
0,62,38,49,8,1,0
0,62,38,59,8,1,0
0,62,38,49,8,1,0
1,38,62,20,5,0,1
1,38,62,20,5,0,1
1,38,62,13,5,0,1
0,62,38,49,8,1,0
0,62,38,55,10,1,0
0,62,38,45,10,1,0
1,38,62,13,5,0,1
1,38,62,23,5,0,1
1,38,62,13,5,0,1
0,62,38,45,10,1,0
0,62,38,35,9,1,0
0,62,38,27,9,1,0
1,38,62,13,5,0,1
1,38,62,19,5,0,1
1,38,62,13,5,0,1
0,62,38,27,8,1,0
0,62,38,15,8,1,0
0,62,38,11,4,1,0
1,38,62,13,5,0,1
1,38,62,17,7,0,1
1,38,62,13,5,0,1
0,62,38,11,4,1,0
0,62,38,15,6,1,0
0,62,38,11,4,1,0
1,38,62,13,5,0,1
1,38,62,19,5,0,1
1,38,62,13,5,0,1
0,62,38,11,3,1,0
0,62,38,11,3,1,0
0,62,38,7,3,1,0
0,62,38,7,3,1,0
1,38,68,56,4,1,1
1,38,68,41,3,1,1
1,38,68,31,3,1,1
0,68,38,64,8,0,0
0,68,38,44,7,0,0
0,68,38,34,7,0,0
1,38,68,31,3,1,1
1,38,68,41,3,1,1
1,38,68,31,3,1,1
0,68,38,34,7,0,0
0,68,38,42,10,0,0
0,68,38,34,7,0,0
1,38,68,31,3,1,1
1,38,68,39,6,1,1
1,38,68,29,6,1,1
0,68,38,34,7,0,0
0,68,38,30,8,0,0
0,68,38,22,8,0,0
1,38,68,29,5,1,1
1,38,68,13,3,1,1
1,38,68,4,3,1,1
1,38,68,4,3,1,1
0,68,56,72,4,0,0
1,56,68,74,3,1,1
1,56,68,63,4,1,1
1,56,68,53,2,1,1
0,68,56,72,4,0,0
0,68,56,73,4,0,0
0,68,56,63,4,0,0
1,56,68,53,2,1,1
1,56,68,54,2,1,1
1,56,68,44,2,1,1
0,68,56,63,4,0,0
0,68,56,67,8,0,0
0,68,56,57,6,0,0
1,56,68,44,2,1,1
1,56,68,44,2,1,1
1,56,68,34,2,1,1
0,68,56,57,6,0,0
0,68,56,66,8,0,0
0,68,56,56,8,0,0
1,56,68,34,2,1,1
1,56,68,44,2,1,1
1,56,68,34,2,1,1
0,68,56,56,8,0,0
0,68,56,66,8,0,0
0,68,56,56,8,0,0
1,56,68,34,2,1,1
1,56,68,34,2,1,1
1,56,68,24,2,1,1
0,68,56,56,8,0,0
0,68,56,64,12,0,0
0,68,56,55,10,0,0
1,56,68,24,2,1,1
1,56,68,26,3,1,1
1,56,68,17,3,1,1
0,68,56,55,10,0,0
0,68,56,58,11,0,0
0,68,56,49,9,0,0
1,56,68,17,3,1,1
1,56,68,17,2,1,1
1,56,68,9,2,1,1
1,56,68,9,2,1,1
1,96,68,78,7,1,1
1,96,68,61,8,1,1
1,96,68,51,8,1,1
0,68,96,68,4,0,0
0,68,96,73,8,0,0
0,68,96,63,8,0,0
1,96,68,51,7,1,1
1,96,68,31,5,1,1
1,96,68,21,3,1,1
0,68,96,63,8,0,0
0,68,96,65,9,0,0
0,68,96,55,9,0,0
1,96,68,21,3,1,1
1,96,68,28,3,1,1
1,96,68,18,3,1,1
0,68,96,55,9,0,0
0,68,96,65,10,0,0
0,68,96,55,7,0,0
1,96,68,18,3,1,1
1,96,68,27,3,1,1
1,96,68,18,3,1,1
0,68,96,55,7,0,0
0,68,96,61,11,0,0
0,68,96,51,11,0,0
1,96,68,18,3,1,1
1,96,68,22,3,1,1
1,96,68,14,3,1,1
0,68,96,51,11,0,0
0,68,96,39,6,0,0
0,68,96,29,6,0,0
1,96,68,14,3,1,1
1,96,68,15,3,1,1
1,96,68,8,3,1,1
1,96,68,8,3,1,1
1,0,0,81,4,1,0
0,0,0,69,8,0,1
1,0,0,81,4,1,0
1,0,0,90,6,1,0
1,0,0,80,4,1,0
0,0,0,69,8,0,1
0,0,0,75,10,0,1
0,0,0,65,8,0,1
1,0,0,80,4,1,0
1,0,0,62,3,1,0
1,0,0,52,3,1,0
0,0,0,65,8,0,1
0,0,0,59,7,0,1
0,0,0,49,5,0,1
1,0,0,52,3,1,0
1,0,0,40,5,1,0
1,0,0,30,5,1,0
0,0,0,49,5,0,1
0,0,0,58,5,0,1
0,0,0,48,5,0,1
1,0,0,30,5,1,0
1,0,0,40,5,1,0
1,0,0,30,5,1,0
0,0,0,48,5,0,1
0,0,0,52,5,0,1
0,0,0,42,5,0,1
1,0,0,30,5,1,0
1,0,0,35,5,1,0
1,0,0,25,4,1,0
0,0,0,42,5,0,1
0,0,0,48,7,0,1
0,0,0,39,7,0,1
1,0,0,25,3,1,0
1,0,0,25,3,1,0
1,0,0,17,2,1,0
0,0,0,39,7,0,1
0,0,0,25,6,0,1
0,0,0,17,4,0,1
1,0,0,17,2,1,0
1,0,0,19,2,1,0
1,0,0,11,2,1,0
0,0,0,17,4,0,1
0,0,0,25,5,0,1
0,0,0,18,4,0,1
1,0,0,11,2,1,0
1,0,0,11,1,1,0
1,0,0,6,1,1,0
1,0,0,6,1,1,0
0,0,12,50,7,1,1
1,12,0,48,5,0,0
0,0,12,50,7,1,1
0,0,12,46,5,1,1
0,0,12,36,3,1,1
1,12,0,48,5,0,0
1,12,0,32,2,0,0
1,12,0,22,2,0,0
0,0,12,36,3,1,1
0,0,12,42,5,1,1
0,0,12,32,5,1,1
1,12,0,22,2,0,0
1,12,0,27,2,0,0
1,12,0,17,2,0,0
0,0,12,32,5,1,1
0,0,12,22,5,1,1
0,0,12,13,5,1,1
1,12,0,17,2,0,0
1,12,0,26,2,0,0
1,12,0,19,2,0,0
0,0,12,13,5,1,1
0,0,12,22,5,1,1
0,0,12,13,5,1,1
1,12,0,19,2,0,0
1,12,0,29,2,0,0
1,12,0,19,2,0,0
0,0,12,13,5,1,1
0,0,12,16,5,1,1
0,0,12,10,5,1,1
0,0,12,10,5,1,1
1,12,9,62,4,0,0
0,9,12,59,8,1,1
1,12,9,62,4,0,0
1,12,9,64,4,0,0
1,12,9,54,2,0,0
0,9,12,59,8,1,1
0,9,12,67,8,1,1
0,9,12,57,8,1,1
1,12,9,54,2,0,0
