current_player,is_current_player_hand_winner,is_current_player_game_winner,current_player_score,opponent_score,current_player_deadwood,current_player_num_hit_cards,num_melds,point_sum_melds,num_combos,point_sum_combos,num_knock_cache,point_sum_knock_cache,num_load_cards,point_sum_load_cards,turns_taken,num_nearby_opponent_cards,sum_of_adj_card_probs
1.0,0,0,0.0,0.0,31.0,9.0,1.0,3.0,4.0,34.0,3.0,4.0,0.0,0.0,10.0,57.0,1.1411552494094623
0.0,1,1,0.0,0.0,38.0,7.0,1.0,0.0,3.0,29.0,3.0,6.0,1.0,4.0,11.0,57.0,1.1657611324071369
1.0,0,0,0.0,0.0,31.0,9.0,1.0,3.0,4.0,34.0,3.0,4.0,0.0,0.0,12.0,57.0,0.5828805662035684
0.0,1,1,0.0,0.0,13.0,6.0,2.0,27.0,2.0,11.0,3.0,6.0,0.0,0.0,13.0,57.0,1.7881693629313526
1.0,0,0,0.0,0.0,29.0,10.0,1.0,3.0,4.0,31.0,3.0,4.0,0.0,0.0,14.0,57.0,1.4901411357761272
0.0,1,1,0.0,0.0,13.0,6.0,2.0,27.0,2.0,11.0,3.0,6.0,0.0,0.0,15.0,57.0,1.5254853934251096
1.0,0,0,0.0,0.0,22.0,8.0,2.0,9.0,3.0,27.0,2.0,8.0,0.0,0.0,16.0,59.0,0.9152912360550657
0.0,1,1,0.0,0.0,13.0,5.0,2.0,27.0,2.0,11.0,3.0,6.0,0.0,0.0,17.0,57.0,1.5634849527268433
1.0,0,0,0.0,0.0,22.0,8.0,2.0,9.0,3.0,27.0,2.0,8.0,0.0,0.0,18.0,59.0,1.2507879621814746
0.0,1,1,0.0,0.0,11.0,4.0,2.0,36.0,2.0,11.0,2.0,5.0,0.0,0.0,19.0,57.0,1.6044234186691917
1.0,0,0,0.0,0.0,16.0,5.0,2.0,10.0,2.0,17.0,2.0,8.0,0.0,0.0,20.0,59.0,1.2835387349353533
0.0,1,1,0.0,0.0,11.0,4.0,2.0,36.0,2.0,11.0,2.0,5.0,0.0,0.0,21.0,56.0,1.3188977077896924
1.0,0,0,0.0,0.0,22.0,8.0,2.0,9.0,4.0,36.0,2.0,8.0,0.0,0.0,22.0,60.0,0.3297244269474231
0.0,1,1,0.0,0.0,11.0,4.0,2.0,36.0,2.0,11.0,2.0,5.0,0.0,0.0,23.0,56.0,1.6964458059582534
1.0,0,0,0.0,0.0,22.0,8.0,2.0,9.0,4.0,36.0,2.0,8.0,0.0,0.0,24.0,60.0,1.0178674835749522
0.0,1,1,0.0,0.0,11.0,4.0,2.0,36.0,2.0,11.0,2.0,5.0,0.0,0.0,25.0,56.0,1.7483089105173941
1.0,0,0,0.0,0.0,22.0,8.0,2.0,9.0,4.0,36.0,2.0,8.0,0.0,0.0,26.0,60.0,1.0489853463104364
0.0,1,1,0.0,0.0,0.0,1.0,3.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,27.0,55.0,1.4437463477936525
1.0,1,0,0.0,0.0,34.0,6.0,1.0,24.0,3.0,22.0,3.0,6.0,1.0,7.0,1.0,60.0,1.0572827614928872
0.0,0,1,0.0,0.0,62.0,9.0,0.0,0.0,5.0,52.0,4.0,6.0,1.0,7.0,2.0,57.0,0.7929620711196654
1.0,1,0,0.0,0.0,29.0,8.0,1.0,24.0,4.0,26.0,3.0,5.0,1.0,3.0,3.0,60.0,1.0763197524446444
0.0,0,1,0.0,0.0,60.0,12.0,0.0,0.0,6.0,60.0,4.0,6.0,0.0,0.0,4.0,57.0,1.0763197524446444
1.0,1,0,0.0,0.0,29.0,8.0,1.0,24.0,4.0,26.0,3.0,5.0,1.0,3.0,5.0,59.0,0.8224255188223282
0.0,0,1,0.0,0.0,60.0,12.0,0.0,0.0,6.0,60.0,4.0,6.0,0.0,0.0,6.0,57.0,1.0965673584297708
1.0,1,0,0.0,0.0,29.0,8.0,1.0,24.0,4.0,26.0,3.0,5.0,1.0,3.0,7.0,59.0,1.6772061884402578
0.0,0,1,0.0,0.0,41.0,10.0,1.0,18.0,4.0,35.0,3.0,2.0,0.0,0.0,8.0,57.0,1.3976718237002148
1.0,1,0,0.0,0.0,30.0,12.0,1.0,24.0,6.0,43.0,3.0,5.0,0.0,0.0,9.0,59.0,1.426444061761828
0.0,0,1,0.0,0.0,32.0,8.0,1.0,18.0,4.0,17.0,4.0,2.0,1.0,9.0,10.0,56.0,0.8558664370570968
1.0,1,0,0.0,0.0,30.0,12.0,1.0,24.0,6.0,43.0,3.0,5.0,0.0,0.0,11.0,59.0,1.457201415508921
0.0,0,1,0.0,0.0,20.0,6.0,2.0,18.0,2.0,16.0,2.0,2.0,0.0,0.0,12.0,55.0,1.1657611324071369
1.0,1,0,0.0,0.0,22.0,9.0,2.0,27.0,4.0,36.0,2.0,8.0,0.0,0.0,13.0,57.0,1.4901411357761272
0.0,0,1,0.0,0.0,12.0,4.0,2.0,21.0,2.0,1.0,3.0,1.0,1.0,7.0,14.0,55.0,0.8940846814656762
1.0,1,0,0.0,0.0,22.0,9.0,2.0,27.0,4.0,36.0,2.0,8.0,0.0,0.0,15.0,57.0,1.7881693629313526
0.0,0,1,0.0,0.0,11.0,5.0,2.0,21.0,2.0,1.0,3.0,1.0,1.0,6.0,16.0,55.0,0.9152912360550657
1.0,1,0,0.0,0.0,5.0,4.0,3.0,42.0,0.0,0.0,1.0,4.0,0.0,0.0,17.0,56.0,0.9152912360550657
0.0,0,1,0.0,0.0,28.0,6.0,1.0,12.0,4.0,23.0,4.0,5.0,0.0,0.0,1.0,59.0,1.0572827614928872
1.0,1,0,0.0,0.0,24.0,6.0,2.0,30.0,2.0,20.0,2.0,2.0,0.0,0.0,2.0,60.0,1.3453996905558054
0.0,0,1,0.0,0.0,28.0,6.0,1.0,12.0,4.0,23.0,4.0,5.0,0.0,0.0,3.0,59.0,1.3453996905558054
1.0,1,0,0.0,0.0,24.0,6.0,2.0,30.0,2.0,20.0,2.0,2.0,0.0,0.0,4.0,60.0,1.6448510376446561
0.0,0,1,0.0,0.0,28.0,6.0,1.0,12.0,4.0,23.0,4.0,5.0,0.0,0.0,5.0,59.0,1.3707091980372135
1.0,1,0,0.0,0.0,2.0,4.0,3.0,57.0,0.0,0.0,1.0,1.0,0.0,0.0,6.0,60.0,0.8386030942201288
1.0,0,0,0.0,0.0,54.0,8.0,0.0,0.0,4.0,23.0,5.0,5.0,3.0,25.0,1.0,58.0,1.0572827614928872
0.0,1,1,0.0,0.0,37.0,6.0,1.0,14.0,2.0,21.0,2.0,4.0,1.0,9.0,2.0,60.0,1.3453996905558054
1.0,0,0,0.0,0.0,54.0,11.0,0.0,0.0,5.0,43.0,5.0,5.0,1.0,5.0,3.0,58.0,1.3453996905558054
0.0,1,1,0.0,0.0,37.0,6.0,1.0,14.0,2.0,21.0,2.0,4.0,1.0,10.0,4.0,60.0,1.0965673584297708
1.0,0,0,0.0,0.0,54.0,11.0,0.0,0.0,5.0,43.0,5.0,5.0,1.0,5.0,5.0,58.0,1.6448510376446561
0.0,1,1,0.0,0.0,32.0,7.0,1.0,14.0,3.0,29.0,2.0,4.0,0.0,0.0,6.0,60.0,1.3976718237002148
1.0,0,0,0.0,0.0,52.0,12.0,0.0,0.0,6.0,48.0,5.0,5.0,0.0,0.0,7.0,58.0,1.3976718237002148
0.0,1,1,0.0,0.0,18.0,6.0,2.0,26.0,1.0,14.0,2.0,8.0,0.0,0.0,8.0,60.0,1.1411552494094623
1.0,0,0,0.0,0.0,52.0,12.0,0.0,0.0,6.0,48.0,5.0,5.0,0.0,0.0,9.0,58.0,1.7117328741141935
0.0,1,1,0.0,0.0,10.0,4.0,2.0,32.0,0.0,0.0,2.0,8.0,0.0,0.0,10.0,60.0,1.457201415508921
0.0,0,1,0.0,0.0,60.0,8.0,0.0,0.0,5.0,47.0,3.0,6.0,1.0,9.0,1.0,60.0,1.321603451866109
1.0,1,0,0.0,0.0,36.0,5.0,1.0,12.0,2.0,20.0,4.0,4.0,1.0,7.0,2.0,55.0,1.321603451866109
0.0,0,1,0.0,0.0,51.0,8.0,0.0,0.0,5.0,47.0,4.0,6.0,0.0,0.0,3.0,59.0,1.3453996905558054
1.0,1,0,0.0,0.0,34.0,5.0,1.0,12.0,2.0,20.0,4.0,4.0,1.0,5.0,4.0,55.0,1.3453996905558054
0.0,0,1,0.0,0.0,45.0,9.0,0.0,0.0,5.0,36.0,4.0,5.0,1.0,7.0,5.0,59.0,0.8224255188223282
1.0,1,0,0.0,0.0,34.0,5.0,1.0,12.0,2.0,20.0,4.0,4.0,1.0,5.0,6.0,55.0,1.3707091980372135
0.0,0,1,0.0,0.0,45.0,9.0,0.0,0.0,5.0,36.0,4.0,5.0,1.0,7.0,7.0,59.0,1.6772061884402578
1.0,1,0,0.0,0.0,8.0,4.0,2.0,42.0,1.0,0.0,4.0,4.0,0.0,0.0,8.0,54.0,1.3976718237002148
1.0,0,0,0.0,0.0,63.0,8.0,0.0,0.0,3.0,28.0,3.0,3.0,3.0,24.0,1.0,58.0,0.7929620711196654
0.0,1,1,0.0,0.0,61.0,7.0,0.0,0.0,4.0,37.0,4.0,5.0,2.0,14.0,2.0,59.0,0.5381598762223222
1.0,0,0,0.0,0.0,39.0,5.0,1.0,18.0,2.0,16.0,3.0,3.0,2.0,14.0,3.0,58.0,1.0763197524446444
0.0,1,1,0.0,0.0,60.0,9.0,0.0,0.0,5.0,52.0,4.0,5.0,1.0,5.0,4.0,59.0,1.3707091980372135
1.0,0,0,0.0,0.0,27.0,4.0,2.0,18.0,1.0,16.0,2.0,7.0,0.0,0.0,5.0,57.0,1.0965673584297708
0.0,1,1,0.0,0.0,34.0,8.0,1.0,30.0,4.0,32.0,4.0,5.0,0.0,0.0,6.0,59.0,1.3976718237002148
1.0,0,0,0.0,0.0,27.0,4.0,2.0,18.0,1.0,16.0,2.0,7.0,0.0,0.0,7.0,57.0,1.1181374589601718
0.0,1,1,0.0,0.0,9.0,5.0,2.0,51.0,2.0,3.0,4.0,5.0,0.0,0.0,8.0,59.0,1.426444061761828
0.0,0,0,0.0,0.0,37.0,3.0,1.0,0.0,1.0,4.0,3.0,5.0,4.0,26.0,1.0,57.0,1.321603451866109
1.0,1,1,0.0,0.0,50.0,7.0,1.0,24.0,3.0,35.0,1.0,4.0,1.0,10.0,2.0,60.0,1.321603451866109
0.0,0,0,0.0,0.0,21.0,2.0,2.0,6.0,0.0,0.0,2.0,5.0,2.0,12.0,3.0,57.0,1.0763197524446444
1.0,1,1,0.0,0.0,42.0,7.0,1.0,24.0,3.0,35.0,2.0,5.0,0.0,0.0,4.0,59.0,1.0763197524446444
0.0,0,0,0.0,0.0,17.0,2.0,2.0,6.0,0.0,0.0,2.0,4.0,2.0,9.0,5.0,57.0,1.3707091980372135
1.0,1,1,0.0,0.0,21.0,5.0,2.0,45.0,2.0,21.0,2.0,6.0,0.0,0.0,6.0,59.0,1.3707091980372135
0.0,0,0,0.0,0.0,18.0,6.0,2.0,6.0,2.0,17.0,2.0,5.0,0.0,0.0,7.0,57.0,1.3976718237002148
1.0,1,1,0.0,0.0,14.0,3.0,2.0,53.0,1.0,10.0,2.0,6.0,0.0,0.0,8.0,59.0,0.8386030942201288
0.0,0,0,0.0,0.0,22.0,8.0,2.0,6.0,3.0,27.0,2.0,8.0,0.0,0.0,9.0,57.0,1.1411552494094623
1.0,1,1,0.0,0.0,10.0,3.0,2.0,53.0,1.0,2.0,3.0,7.0,0.0,0.0,10.0,59.0,0.8558664370570968
0.0,1,0,0.0,0.0,49.0,9.0,1.0,3.0,4.0,56.0,2.0,5.0,0.0,0.0,1.0,59.0,1.321603451866109
1.0,0,1,0.0,0.0,71.0,6.0,0.0,0.0,3.0,53.0,3.0,6.0,2.0,12.0,2.0,58.0,1.3453996905558054
