current_player_score,opponent_score,current_player_deadwood,current_player_num_options,is_current_player_hand_winner,is_current_player_game_winner
12,63,42,8,0.0,0
12,71,56,9,1.0,0
72,71,60,9,0.0,0
72,80,66,5,0.0,0
72,82,69,7,1.0,0
77,82,83,10,0.0,0
77,94,61,9,0.0,0
0,0,72,8,1.0,1
54,0,53,3,0.0,1
54,38,58,4,0.0,1
54,49,22,0,1.0,1
75,49,55,2,1.0,1
86,49,56,11,0.0,1
86,69,63,9,1.0,1
92,69,35,3,0.0,1
92,77,67,11,1.0,1
0,0,55,5,0.0,0
0,13,65,9,1.0,0
8,13,71,6,1.0,0
20,13,72,10,0.0,0
20,48,68,9,0.0,0
20,78,73,6,1.0,0
26,78,56,7,1.0,0
29,78,75,8,0.0,0
0,0,37,3,1.0,1
25,0,48,6,1.0,1
55,0,65,6,0.0,1
55,3,76,9,1.0,1
70,3,73,8,0.0,1
70,10,68,8,1.0,1
0,0,80,11,0.0,0
0,7,25,1,0.0,0
0,12,62,8,1.0,0
23,12,47,7,1.0,0
66,12,74,9,0.0,0
66,20,54,6,0.0,0
66,56,67,6,0.0,0
66,94,77,5,1.0,0
76,94,78,5,1.0,0
97,94,41,2,0.0,0
0,0,62,8,1.0,1
8,0,66,7,0.0,1
8,25,61,10,0.0,1
8,35,64,13,1.0,1
24,35,75,7,1.0,1
29,35,70,8,1.0,1
37,35,34,4,1.0,1
51,35,51,6,0.0,1
51,47,60,4,1.0,1
69,47,42,5,0.0,1
69,49,58,7,0.0,1
69,58,76,9,0.0,1
69,78,81,7,1.0,1
77,78,44,2,1.0,1
87,78,58,5,0.0,1
87,93,45,5,1.0,1
0,0,52,2,0.0,1
0,6,62,7,1.0,1
9,6,69,6,1.0,1
10,6,35,3,1.0,1
11,6,36,0,1.0,1
35,6,72,5,1.0,1
44,6,58,7,1.0,1
61,6,44,7,1.0,1
75,6,43,6,1.0,1
98,6,38,3,1.0,1
0,0,68,9,0.0,0
0,60,69,8,0.0,0
0,76,51,2,0.0,0
0,0,65,8,0.0,1
0,10,64,6,0.0,1
0,20,65,1,0.0,1
0,28,45,3,1.0,1
6,28,72,6,1.0,1
32,28,44,2,1.0,1
43,28,47,6,0.0,1
43,33,67,8,1.0,1
49,33,79,9,1.0,1
55,33,64,11,1.0,1
67,33,30,6,1.0,1
0,0,62,12,0.0,0
0,8,44,2,0.0,0
0,14,54,7,1.0,0
8,14,43,4,0.0,0
8,32,44,4,1.0,0
10,32,71,9,0.0,0
10,42,41,7,1.0,0
32,42,63,7,1.0,0
56,42,67,4,0.0,0
56,71,73,9,0.0,0
56,80,72,10,1.0,0
61,80,80,7,1.0,0
82,80,63,3,0.0,0
82,87,63,7,1.0,0
92,87,65,6,0.0,0
0,0,14,2,1.0,0
10,0,43,4,0.0,0
10,21,68,8,1.0,0
38,21,69,6,0.0,0
38,43,65,9,0.0,0
38,53,66,6,0.0,0
38,58,74,7,0.0,0
38,70,49,7,0.0,0
38,75,72,10,0.0,0
38,81,60,7,0.0,0
38,86,56,3,1.0,0
62,86,64,6,0.0,0
0,0,70,10,1.0,1
21,0,49,6,1.0,1
35,0,38,4,1.0,1
62,0,67,5,1.0,1
76,0,69,5,1.0,1
87,0,46,6,0.0,1
87,23,70,9,1.0,1
95,23,77,8,1.0,1
0,0,61,7,1.0,1
5,0,35,3,0.0,1
5,7,52,1,0.0,1
5,13,54,3,0.0,1
5,39,41,6,1.0,1
44,39,84,6,1.0,1
51,39,54,7,1.0,1
57,39,53,3,1.0,1
74,39,73,6,1.0,1
0,0,69,5,1.0,0
12,0,46,4,1.0,0
22,0,52,4,0.0,0
22,1,43,2,1.0,0
63,1,34,6,0.0,0
63,6,71,5,0.0,0
63,19,81,5,0.0,0
63,36,82,6,1.0,0
77,36,50,6,0.0,0
77,53,51,10,1.0,0
89,53,66,8,0.0,0
89,98,53,9,0.0,0
0,0,48,5,1.0,1
11,0,82,8,1.0,1
51,0,50,2,0.0,1
51,21,55,6,1.0,1
57,21,41,2,1.0,1
0,0,72,8,0.0,0
0,32,69,6,0.0,0
0,46,42,6,1.0,0
30,46,48,5,0.0,0
30,57,55,9,0.0,0
30,70,54,10,0.0,0
30,83,35,6,1.0,0
39,83,72,9,1.0,0
61,83,55,7,1.0,0
70,83,64,11,0.0,0
70,93,44,8,0.0,0
70,97,78,9,0.0,0
0,0,75,12,0.0,0
0,9,57,7,0.0,0
0,13,45,6,1.0,0
4,13,66,5,0.0,0
4,28,65,6,0.0,0
4,31,24,7,0.0,0
4,37,60,5,0.0,0
4,52,47,2,0.0,0
4,62,71,10,0.0,0
4,70,38,5,1.0,0
40,70,48,2,1.0,0
47,70,60,6,0.0,0
47,97,66,6,0.0,0
0,0,45,2,0.0,1
0,5,53,4,1.0,1
13,5,62,4,0.0,1
13,18,60,8,0.0,1
13,24,75,5,0.0,1
13,42,45,5,1.0,1
30,42,44,4,0.0,1
30,51,61,10,1.0,1
47,51,48,2,1.0,1
57,51,61,10,0.0,1
57,55,40,1,1.0,1
0,0,61,5,0.0,0
0,7,22,2,1.0,0
30,7,79,6,0.0,0
30,17,66,6,0.0,0
30,24,59,3,0.0,0
30,63,79,5,0.0,0
30,66,58,6,1.0,0
34,66,49,4,0.0,0
34,76,73,5,0.0,0
0,0,58,8,0.0,1
0,8,79,4,0.0,1
0,27,50,12,1.0,1
10,27,59,8,1.0,1
38,27,39,2,1.0,1
82,27,42,0,0.0,1
82,52,32,5,1.0,1
92,52,64,6,0.0,1
92,56,36,2,0.0,1
92,62,55,4,1.0,1
0,0,85,8,0.0,1
0,10,63,6,1.0,1
6,10,61,10,1.0,1
14,10,65,6,0.0,1
14,21,49,6,1.0,1
38,21,44,1,1.0,1
47,21,60,6,1.0,1
62,21,55,5,0.0,1
62,29,45,4,1.0,1
0,0,66,6,0.0,1
0,22,69,5,1.0,1
38,22,38,3,1.0,1
79,22,53,4,1.0,1
0,0,67,10,0.0,0
0,33,53,9,0.0,0
0,45,71,10,1.0,0
22,45,70,8,0.0,0
22,98,64,12,0.0,0
0,0,25,0,0.0,0
0,2,50,4,0.0,0
0,21,65,6,0.0,0
0,71,69,8,0.0,0
0,0,49,4,1.0,0
19,0,29,4,0.0,0
19,19,57,12,1.0,0
31,19,62,6,1.0,0
44,19,68,5,1.0,0
56,19,56,4,0.0,0
56,30,49,5,1.0,0
60,30,52,0,0.0,0
60,42,61,5,1.0,0
81,42,47,5,0.0,0
81,55,39,5,1.0,0
92,55,62,11,0.0,0
92,77,67,8,1.0,0
96,77,36,2,0.0,0
96,83,30,11,0.0,0
96,90,36,2,0.0,0
0,0,63,9,1.0,0
2,0,42,3,0.0,0
2,19,43,4,0.0,0
2,28,48,2,0.0,0
2,33,63,7,1.0,0
23,33,57,4,0.0,0
23,41,44,0,1.0,0
28,41,70,8,0.0,0
28,72,68,6,1.0,0
33,72,42,2,0.0,0
33,78,68,6,0.0,0
33,82,78,12,0.0,0
33,97,49,4,0.0,0
0,0,69,6,1.0,1
21,0,57,2,1.0,1
29,0,49,4,1.0,1
37,0,64,11,0.0,1
37,7,40,4,0.0,1
37,16,67,8,1.0,1
46,16,30,5,1.0,1
67,16,68,7,0.0,1
67,32,62,5,0.0,1
67,41,61,9,1.0,1
84,41,69,6,1.0,1
93,41,49,5,1.0,1
97,41,68,8,0.0,1
97,52,28,4,1.0,1
0,0,45,5,1.0,1
22,0,66,6,0.0,1
22,3,39,2,1.0,1
55,3,71,6,1.0,1
63,3,53,7,1.0,1
71,3,68,8,1.0,1
87,3,25,0,1.0,1
0,0,52,7,0.0,0
0,26,53,6,1.0,0
9,26,64,12,1.0,0
19,26,70,6,1.0,0
34,26,48,1,1.0,0
46,26,50,7,0.0,0
46,27,48,10,0.0,0
46,55,66,6,0.0,0
46,65,80,8,0.0,0
46,86,66,7,0.0,0
46,90,57,7,0.0,0
0,0,46,6,1.0,0
9,0,69,8,0.0,0
9,6,59,6,1.0,0
26,6,80,7,0.0,0
26,18,65,7,0.0,0
26,33,43,3,0.0,0
26,57,48,7,0.0,0
26,83,58,7,0.0,0
26,98,72,7,1.0,0
28,98,80,10,0.0,0
0,0,55,2,1.0,1
38,0,69,6,0.0,1
38,42,48,2,1.0,1
52,42,53,4,1.0,1
57,42,76,6,0.0,1
57,47,67,8,0.0,1
57,59,74,7,0.0,1
57,86,38,7,0.0,1
57,94,61,5,1.0,1
85,94,50,9,1.0,1
0,0,44,3,0.0,1
0,2,60,5,0.0,1
0,6,40,4,1.0,1
24,6,63,6,1.0,1
36,6,75,7,1.0,1
53,6,64,10,1.0,1
61,6,53,10,0.0,1
61,15,46,0,0.0,1
61,17,74,4,0.0,1
61,55,58,5,0.0,1
61,81,49,3,1.0,1
0,0,73,8,0.0,0
0,16,52,8,0.0,0
0,24,59,5,1.0,0
8,24,72,9,0.0,0
8,55,57,10,0.0,0
8,76,56,8,1.0,0
33,76,74,11,1.0,0
44,76,82,7,0.0,0
44,79,36,6,1.0,0
90,79,52,4,0.0,0
0,0,86,8,1.0,1
4,0,52,4,1.0,1
34,0,42,3,1.0,1
42,0,42,5,0.0,1
42,13,62,8,0.0,1
42,19,73,7,1.0,1
69,19,61,5,0.0,1
69,37,79,6,1.0,1
96,37,61,5,1.0,1
0,0,38,9,0.0,0
0,9,50,9,0.0,0
0,11,71,9,0.0,0
0,28,73,8,0.0,0
0,79,50,11,1.0,0
24,79,47,6,0.0,0
24,82,57,6,0.0,0
24,95,79,8,1.0,0
28,95,66,3,1.0,0
54,95,58,5,1.0,0
57,95,22,2,0.0,0
0,0,59,9,1.0,0
3,0,60,4,1.0,0
28,0,40,4,0.0,0
28,14,50,2,1.0,0
31,14,15,6,0.0,0
31,18,69,7,1.0,0
38,18,46,4,0.0,0
38,21,65,8,0.0,0
38,52,48,11,0.0,0
38,78,45,2,1.0,0
50,78,65,7,1.0,0
59,78,68,6,0.0,0
59,94,45,2,1.0,0
66,94,48,9,0.0,0
0,0,77,7,1.0,1
27,0,59,8,0.0,1
27,27,47,4,0.0,1
27,29,48,4,1.0,1
49,29,61,7,0.0,1
49,41,69,6,1.0,1
54,41,65,5,1.0,1
61,41,70,6,0.0,1
61,56,65,4,1.0,1
73,56,51,7,1.0,1
94,56,72,8,1.0,1
0,0,64,5,0.0,1
0,8,54,5,1.0,1
7,8,61,12,1.0,1
21,8,76,5,1.0,1
28,8,68,3,0.0,1
28,12,79,5,0.0,1
28,21,66,5,1.0,1
37,21,72,5,0.0,1
37,36,52,2,0.0,1
37,50,54,9,1.0,1
81,50,50,1,1.0,1
91,50,55,8,1.0,1
99,50,53,4,1.0,1
0,0,70,10,0.0,0
0,33,66,7,0.0,0
0,55,60,3,0.0,0
0,62,56,5,0.0,0
0,74,49,0,1.0,0
23,74,53,3,1.0,0
70,74,45,1,0.0,0
70,80,74,10,0.0,0
0,0,50,6,1.0,1
39,0,57,6,0.0,1
39,14,65,6,1.0,1
50,14,52,6,0.0,1
50,27,40,4,0.0,1
50,54,70,10,1.0,1
57,54,73,6,1.0,1
82,54,59,6,1.0,1
94,54,52,5,0.0,1
94,87,71,4,1.0,1
97,87,70,7,0.0,1
97,90,40,5,1.0,1
0,0,63,9,0.0,1
0,15,52,10,0.0,1
0,28,55,3,1.0,1
16,28,54,9,1.0,1
19,28,67,6,0.0,1
19,43,68,5,0.0,1
19,48,64,3,1.0,1
45,48,44,4,0.0,1
45,52,63,9,0.0,1
45,83,50,4,1.0,1
65,83,63,8,0.0,1
65,96,61,9,1.0,1
0,0,45,7,1.0,0
9,0,48,8,0.0,0
9,6,56,1,0.0,0
9,21,32,3,0.0,0
9,46,57,6,0.0,0
9,55,51,6,1.0,0
51,55,43,2,0.0,0
51,76,43,1,0.0,0
51,97,68,9,0.0,0
0,0,61,6,1.0,1
11,0,47,0,1.0,1
17,0,68,4,0.0,1
17,4,67,5,1.0,1
67,4,61,6,1.0,1
78,4,44,8,1.0,1
91,4,34,0,1.0,1
96,4,50,2,1.0,1
0,0,44,3,1.0,0
7,0,54,8,0.0,0
7,15,59,4,0.0,0
7,37,66,7,1.0,0
16,37,64,9,0.0,0
16,56,74,4,0.0,0
16,62,40,8,0.0,0
16,66,60,5,0.0,0
16,70,76,7,0.0,0
0,0,48,5,1.0,0
5,0,63,7,1.0,0
18,0,53,9,0.0,0
18,27,80,8,0.0,0
18,77,65,8,1.0,0
27,77,63,11,0.0,0
27,92,53,6,1.0,0
35,92,57,7,1.0,0
61,92,52,8,0.0,0
61,97,51,5,0.0,0
0,0,64,10,0.0,1
0,7,61,9,0.0,1
0,12,45,2,0.0,1
0,30,66,7,1.0,1
9,30,34,0,1.0,1
31,30,52,7,0.0,1
31,43,74,5,0.0,1
31,49,45,5,0.0,1
31,50,57,6,0.0,1
31,56,67,7,0.0,1
31,63,53,1,1.0,1
51,63,69,8,1.0,1
66,63,80,6,0.0,1
66,71,68,6,1.0,1
91,71,73,5,1.0,1
0,0,45,4,1.0,0
18,0,76,5,1.0,0
22,0,55,8,1.0,0
45,0,66,5,0.0,0
45,14,64,11,0.0,0
45,19,67,2,1.0,0
48,19,59,6,0.0,0
48,45,67,7,0.0,0
48,57,39,7,1.0,0
50,57,62,4,1.0,0
57,57,65,5,1.0,0
78,57,73,10,0.0,0
78,96,74,5,1.0,0
83,96,64,9,0.0,0
0,0,60,6,1.0,0
2,0,80,7,1.0,0
11,0,70,7,0.0,0
11,28,48,4,1.0,0
12,28,41,2,0.0,0
12,46,52,9,0.0,0
12,90,68,10,1.0,0
23,90,81,5,0.0,0
0,0,64,6,1.0,1
8,0,45,4,0.0,1
8,5,71,6,0.0,1
8,23,34,5,0.0,1
8,43,66,6,1.0,1
13,43,61,9,1.0,1
20,43,50,6,1.0,1
30,43,49,1,1.0,1
36,43,66,11,1.0,1
44,43,56,4,1.0,1
55,43,72,8,1.0,1
56,43,68,8,1.0,1
59,43,53,2,0.0,1
59,58,45,3,1.0,1
78,58,57,6,1.0,1
86,58,43,4,1.0,1
0,0,42,2,0.0,1
0,12,60,8,1.0,1
16,12,67,6,0.0,1
16,22,70,7,1.0,1
37,22,68,9,0.0,1
37,33,18,1,1.0,1
55,33,49,5,0.0,1
55,42,73,6,0.0,1
55,67,77,6,1.0,1
92,67,44,5,0.0,1
92,83,37,5,0.0,1
92,85,35,4,1.0,1
0,0,53,5,0.0,0
0,13,64,6,1.0,0
36,13,58,4,0.0,0
36,22,30,6,0.0,0
36,34,78,7,0.0,0
36,96,69,6,1.0,0
54,96,71,8,0.0,0
0,0,54,2,1.0,0
11,0,48,7,1.0,0
33,0,65,11,1.0,0
36,0,64,6,0.0,0
36,17,71,7,0.0,0
36,25,60,5,0.0,0
36,38,68,7,0.0,0
36,46,67,6,0.0,0
36,64,44,2,1.0,0
49,64,54,1,0.0,0
49,86,47,6,0.0,0
49,89,69,6,0.0,0
49,94,45,4,0.0,0
0,0,67,8,0.0,0
0,46,74,8,0.0,0
0,74,66,7,0.0,0
0,88,60,9,1.0,0
50,88,62,4,1.0,0
75,88,55,8,1.0,0
81,88,50,10,0.0,0
0,0,42,3,1.0,0
26,0,40,4,0.0,0
26,17,58,11,1.0,0
36,17,79,9,1.0,0
44,17,55,4,1.0,0
62,17,58,9,1.0,0
67,17,72,9,1.0,0
76,17,69,9,0.0,0
76,56,39,2,0.0,0
76,63,73,4,1.0,0
87,63,61,8,0.0,0
87,87,44,7,1.0,0
99,87,38,2,0.0,0
0,0,71,6,0.0,1
0,6,57,6,0.0,1
0,10,46,6,1.0,1
9,10,36,4,0.0,1
9,30,51,2,0.0,1
9,47,17,3,1.0,1
79,47,35,7,1.0,1
86,47,63,8,1.0,1
0,0,43,3,0.0,1
0,11,75,7,0.0,1
0,45,49,12,1.0,1
50,45,68,5,0.0,1
50,61,66,9,0.0,1
50,73,58,3,1.0,1
57,73,53,10,1.0,1
62,73,69,5,0.0,1
62,91,59,6,1.0,1
70,91,75,8,1.0,1
73,91,32,3,1.0,1
0,0,64,7,0.0,0
0,36,32,3,0.0,0
0,63,66,4,1.0,0
18,63,38,6,1.0,0
21,63,70,7,0.0,0
21,80,68,10,1.0,0
34,80,51,7,0.0,0
34,94,59,6,0.0,0
0,0,79,4,1.0,0
12,0,58,4,0.0,0
12,7,66,7,0.0,0
12,19,54,8,1.0,0
15,19,48,3,1.0,0
30,19,79,9,0.0,0
30,34,66,3,1.0,0
33,34,80,12,0.0,0
33,43,60,8,0.0,0
33,63,52,2,0.0,0
33,95,66,11,1.0,0
59,95,49,4,0.0,0
59,99,85,8,0.0,0
0,0,62,8,0.0,0
0,8,56,6,0.0,0
0,13,33,10,0.0,0
0,20,45,4,0.0,0
0,27,29,2,1.0,0
3,27,74,8,1.0,0
35,27,55,3,1.0,0
43,27,52,8,0.0,0
43,31,65,7,0.0,0
43,61,85,8,0.0,0
43,65,52,6,0.0,0
43,74,54,1,1.0,0
45,74,72,9,0.0,0
45,96,57,8,0.0,0
0,0,61,4,0.0,0
0,8,78,9,0.0,0
0,33,50,2,1.0,0
15,33,60,11,0.0,0
15,48,65,10,1.0,0
22,48,62,3,0.0,0
22,50,72,5,0.0,0
22,71,57,5,0.0,0
22,76,46,0,0.0,0
0,0,69,8,1.0,1
21,0,55,9,1.0,1
27,0,60,5,0.0,1
27,8,75,6,1.0,1
45,8,76,5,0.0,1
45,20,47,2,1.0,1
58,20,38,7,1.0,1
91,20,55,9,1.0,1
94,20,30,6,0.0,1
94,41,37,2,0.0,1
94,67,72,6,1.0,1
97,67,49,2,1.0,1
0,0,52,7,1.0,1
12,0,61,9,0.0,1
12,13,71,6,1.0,1
16,13,80,10,0.0,1
16,27,68,6,0.0,1
16,71,46,3,1.0,1
24,71,44,4,1.0,1
30,71,63,4,1.0,1
65,71,50,2,1.0,1
73,71,60,4,1.0,1
87,71,65,8,0.0,1
87,73,37,4,0.0,1
87,76,49,2,1.0,1
0,0,43,0,1.0,1
20,0,72,6,1.0,1
25,0,69,10,0.0,1
25,17,37,3,1.0,1
47,17,66,3,0.0,1
47,25,74,4,0.0,1
47,54,70,4,1.0,1
82,54,72,8,1.0,1
99,54,76,12,1.0,1
0,0,65,5,0.0,0
0,27,57,5,1.0,0
14,27,29,6,1.0,0
37,27,65,6,0.0,0
37,63,42,4,0.0,0
37,77,35,4,0.0,0
37,80,72,8,0.0,0
37,92,69,11,0.0,0
0,0,43,3,0.0,0
0,7,51,4,1.0,0
20,7,85,10,1.0,0
27,7,65,9,0.0,0
27,41,43,8,0.0,0
27,51,70,4,0.0,0
27,64,75,6,1.0,0
53,64,29,6,1.0,0
70,64,66,9,0.0,0
70,80,45,5,1.0,0
81,80,44,2,0.0,0
81,90,70,8,0.0,0
0,0,18,0,1.0,1
35,0,43,2,1.0,1
39,0,61,8,1.0,1
41,0,69,9,1.0,1
84,0,34,5,0.0,1
84,11,81,9,1.0,1
95,11,39,6,1.0,1
99,11,74,8,1.0,1
0,0,77,9,0.0,0
0,43,40,3,0.0,0
0,46,35,2,1.0,0
19,46,46,6,0.0,0
19,52,60,6,0.0,0
19,66,46,2,0.0,0
19,73,48,5,1.0,0
26,73,37,5,0.0,0
26,86,27,2,1.0,0
82,86,58,10,1.0,0
86,86,26,3,0.0,0
86,88,49,3,0.0,0
86,96,63,7,0.0,0
0,0,69,7,1.0,0
6,0,63,9,1.0,0
9,0,50,4,0.0,0
9,20,48,6,0.0,0
9,44,54,5,0.0,0
9,65,70,3,0.0,0
9,74,45,3,1.0,0
24,74,37,7,1.0,0
48,74,50,4,0.0,0
0,0,75,7,0.0,0
0,44,72,7,0.0,0
0,54,66,6,1.0,0
9,54,60,5,0.0,0
9,66,42,2,1.0,0
14,66,51,8,1.0,0
19,66,63,5,1.0,0
28,66,60,7,1.0,0
36,66,47,6,0.0,0
36,94,66,6,1.0,0
39,94,55,11,0.0,0
0,0,30,4,0.0,1
0,12,67,8,0.0,1
0,15,46,5,1.0,1
14,15,60,8,0.0,1
14,29,27,4,1.0,1
15,29,67,6,1.0,1
19,29,64,6,1.0,1
22,29,66,7,1.0,1
32,29,49,9,1.0,1
34,29,19,2,1.0,1
49,29,52,4,1.0,1
58,29,32,0,0.0,1
58,40,73,8,0.0,1
58,43,66,11,0.0,1
58,48,62,6,1.0,1
63,48,54,8,0.0,1
63,58,64,7,0.0,1
63,80,54,7,1.0,1
69,80,35,7,0.0,1
69,93,42,6,0.0,1
69,96,29,5,0.0,1
69,99,55,4,1.0,1
80,99,41,2,1.0,1
99,99,47,4,1.0,1
0,0,74,9,0.0,0
0,3,70,10,0.0,0
0,41,72,6,1.0,0
12,41,54,6,0.0,0
12,70,80,9,0.0,0
0,0,44,2,1.0,1
4,0,57,4,0.0,1
4,8,48,3,1.0,1
20,8,32,2,1.0,1
60,8,27,2,0.0,1
60,10,54,7,1.0,1
0,0,72,9,0.0,0
0,6,64,8,0.0,0
0,20,65,5,0.0,0
0,55,59,5,0.0,0
0,85,56,5,0.0,0
0,0,70,10,0.0,1
0,3,39,5,0.0,1
0,28,70,5,0.0,1
0,56,73,8,1.0,1
22,56,33,4,1.0,1
28,56,48,5,1.0,1
53,56,62,9,0.0,1
53,57,54,6,0.0,1
53,62,57,9,1.0,1
83,62,40,6,1.0,1
85,62,66,3,0.0,1
85,71,53,5,0.0,1
85,83,44,3,0.0,1
85,88,56,8,1.0,1
88,88,29,5,1.0,1
0,0,40,6,1.0,1
8,0,35,4,0.0,1
8,1,45,7,1.0,1
9,1,54,8,0.0,1
9,43,65,6,0.0,1
9,55,65,8,1.0,1
17,55,67,11,0.0,1
17,58,75,8,0.0,1
17,73,50,4,1.0,1
45,73,48,5,1.0,1
56,73,28,0,0.0,1
56,92,45,6,1.0,1
77,92,59,11,1.0,1
84,92,32,3,1.0,1
90,92,23,5,1.0,1
92,92,67,5,1.0,1
93,92,31,2,1.0,1
0,0,64,6,1.0,0
11,0,49,2,1.0,0
27,0,59,6,0.0,0
27,10,46,2,1.0,0
35,10,62,9,0.0,0
35,26,59,3,0.0,0
35,64,64,3,0.0,0
0,0,24,9,0.0,1
0,12,43,7,1.0,1
13,12,43,5,1.0,1
31,12,62,6,0.0,1
31,31,60,8,1.0,1
83,31,68,4,1.0,1
96,31,80,11,1.0,1
0,0,67,5,0.0,1
0,6,60,11,0.0,1
0,22,31,8,1.0,1
49,22,72,2,1.0,1
51,22,65,8,0.0,1
51,37,36,5,0.0,1
51,65,49,2,1.0,1
65,65,62,7,1.0,1
70,65,52,5,1.0,1
75,65,43,3,1.0,1
0,0,74,8,0.0,0
0,11,60,11,0.0,0
0,19,57,9,0.0,0
0,23,65,7,0.0,0
0,49,65,7,1.0,0
10,49,62,8,0.0,0
10,74,56,7,0.0,0
10,80,68,6,0.0,0
10,88,55,3,1.0,0
41,88,64,7,0.0,0
0,0,62,4,0.0,0
0,7,72,7,0.0,0
0,19,75,10,0.0,0
0,32,55,9,0.0,0
0,0,51,2,1.0,1
2,0,50,4,0.0,1
2,11,48,3,1.0,1
29,11,45,3,1.0,1
35,11,46,1,1.0,1
55,11,64,6,1.0,1
56,11,66,9,0.0,1
56,18,49,4,1.0,1
62,18,59,10,0.0,1
62,43,77,7,0.0,1
62,49,71,8,0.0,1
62,58,58,2,0.0,1
62,68,41,3,0.0,1
62,86,66,10,0.0,1
62,91,81,5,1.0,1
77,91,67,9,1.0,1
85,91,59,6,1.0,1
93,91,37,4,1.0,1
0,0,64,8,1.0,0
26,0,35,6,0.0,0
26,23,72,8,1.0,0
43,23,51,9,1.0,0
53,23,64,9,1.0,0
62,23,74,7,0.0,0
62,30,67,10,0.0,0
62,60,64,8,1.0,0
72,60,58,8,1.0,0
78,60,63,7,0.0,0
78,83,52,7,0.0,0
78,91,52,2,1.0,0
83,91,57,7,1.0,0
85,91,72,3,0.0,0
0,0,22,0,1.0,0
34,0,72,7,0.0,0
34,29,67,7,0.0,0
34,34,71,9,0.0,0
34,49,43,1,1.0,0
57,49,54,2,0.0,0
57,62,67,6,1.0,0
73,62,68,4,0.0,0
73,76,57,8,0.0,0
0,0,66,7,0.0,0
0,3,58,12,0.0,0
0,9,55,9,0.0,0
0,13,63,5,0.0,0
0,64,74,9,1.0,0
29,64,66,7,0.0,0
29,78,78,6,1.0,0
37,78,66,9,1.0,0
49,78,55,9,0.0,0
0,0,32,1,1.0,0
6,0,35,1,0.0,0
6,7,58,8,0.0,0
6,23,53,4,1.0,0
23,23,58,7,0.0,0
23,52,57,3,1.0,0
31,52,30,5,0.0,0
31,54,70,6,0.0,0
31,69,58,4,1.0,0
45,69,60,9,0.0,0
45,89,54,9,0.0,0
0,0,59,6,0.0,0
0,1,62,6,1.0,0
20,1,68,7,0.0,0
20,25,37,3,1.0,0
35,25,47,4,1.0,0
36,25,52,4,0.0,0
36,31,37,5,0.0,0
36,45,74,4,0.0,0
36,66,50,8,1.0,0
44,66,37,5,0.0,0
44,73,65,4,0.0,0
44,78,47,2,0.0,0
44,97,75,8,0.0,0
0,0,63,10,0.0,0
0,34,54,10,0.0,0
0,42,42,6,0.0,0
0,46,66,9,0.0,0
0,55,69,9,0.0,0
0,63,60,7,0.0,0
0,78,57,4,0.0,0
0,89,55,7,0.0,0
0,0,65,5,1.0,0
21,0,44,2,0.0,0
21,27,53,4,0.0,0
21,47,68,7,0.0,0
0,0,45,4,1.0,1
11,0,63,6,0.0,1
11,4,75,6,1.0,1
16,4,39,4,1.0,1
42,4,38,3,1.0,1
54,4,65,6,0.0,1
54,10,43,7,1.0,1
61,10,72,5,0.0,1
61,29,63,3,0.0,1
61,52,72,10,1.0,1
82,52,35,5,1.0,1
97,52,50,3,1.0,1
0,0,58,10,0.0,0
0,3,49,3,1.0,0
7,3,68,4,0.0,0
7,40,21,0,1.0,0
29,40,49,6,0.0,0
29,65,70,10,1.0,0
38,65,41,4,0.0,0
38,81,70,6,0.0,0
0,0,67,7,1.0,1
7,0,67,7,0.0,1
7,16,45,2,0.0,1
7,20,45,2,0.0,1
7,45,69,10,0.0,1
7,51,50,5,1.0,1
22,51,34,5,1.0,1
49,51,42,7,0.0,1
49,59,71,7,0.0,1
49,92,27,4,0.0,1
49,97,54,3,1.0,1
0,0,90,12,0.0,1
0,22,87,9,0.0,1
0,31,38,4,1.0,1
27,31,77,10,1.0,1
40,31,51,6,1.0,1
91,31,23,2,1.0,1
0,0,79,8,1.0,1
56,0,65,10,0.0,1
56,8,37,4,1.0,1
0,0,67,7,0.0,1
0,8,42,2,1.0,1
2,8,75,8,0.0,1
2,21,55,3,0.0,1
2,27,59,6,1.0,1
20,27,74,6,1.0,1
46,27,33,5,1.0,1
73,27,57,5,1.0,1
87,27,27,3,1.0,1
93,27,71,9,0.0,1
93,35,34,0,1.0,1
0,0,55,6,1.0,1
47,0,48,2,0.0,1
47,42,68,5,0.0,1
47,74,44,9,0.0,1
47,91,20,1,1.0,1
91,91,69,8,1.0,1
94,91,62,4,1.0,1
0,0,41,6,0.0,0
0,3,67,10,1.0,0
18,3,37,3,0.0,0
18,27,74,9,1.0,0
39,27,57,8,1.0,0
53,27,67,6,0.0,0
53,47,62,6,0.0,0
53,68,69,9,1.0,0
77,68,74,7,0.0,0
77,91,55,2,1.0,0
81,91,61,10,1.0,0
93,91,22,2,0.0,0
93,97,67,10,0.0,0
0,0,37,6,1.0,1
11,0,64,10,0.0,1
11,18,64,13,1.0,1
19,18,55,7,1.0,1
22,18,63,6,0.0,1
22,61,49,2,1.0,1
43,61,40,5,1.0,1
44,61,46,4,0.0,1
44,68,76,4,1.0,1
89,68,55,6,0.0,1
89,88,16,1,1.0,1
0,0,39,8,0.0,1
0,11,80,9,1.0,1
16,11,49,2,1.0,1
26,11,65,6,1.0,1
34,11,54,9,0.0,1
34,50,46,0,1.0,1
53,50,77,11,1.0,1
69,50,76,8,1.0,1
77,50,45,2,0.0,1
